course_id,exercise_id,position
656,4870,8
656,4871,9
559,61,1
658,4198,1
659,4878,1
659,4879,1
659,4880,2
659,4881,3
659,4883,1
659,4884,2
659,4885,1
659,4886,2
659,4887,3
659,4888,4
659,4889,1
659,4891,3
669,196,1
230,2222,1
230,2102,1
230,2103,2
228,2551,1
228,2696,1
228,2668,1
228,1970,2
228,1950,3
228,2103,4
228,2102,5
228,2717,1
228,2716,1
228,2254,2
228,2276,3
677,196,1
677,133,2
678,457,1
682,5193,1
682,5194,2
682,5195,3
682,5196,4
682,5197,5
682,5198,6
682,5199,7
682,5200,8
682,5201,9
682,5202,10
682,5204,1
682,5205,2
682,5206,3
682,5207,4
682,5208,5
682,5209,6
682,5210,7
682,5211,8
682,5212,1
682,5213,2
682,5214,3
682,5215,4
682,5216,5
682,5217,6
682,5218,7
682,5219,8
682,5220,9
682,5221,10
682,5222,11
683,5289,1
683,5290,2
685,5454,1
685,5455,2
685,5456,3
685,5457,4
685,5458,1
685,5459,2
685,5460,3
685,5461,4
685,5462,5
685,5463,6
685,5464,7
685,5465,8
685,5466,1
685,5467,2
685,5468,3
685,5469,4
685,5470,5
685,5471,1
685,5472,2
686,5473,1
686,5475,2
686,5476,1
685,5474,3
686,5477,2
685,5478,4
686,5479,3
685,5480,5
686,5481,4
686,5483,1
685,5482,6
686,5484,2
686,5486,3
685,5485,1
686,5487,4
686,5489,5
685,5488,2
685,5491,3
686,5490,6
685,5492,4
686,5493,7
686,5494,8
686,5495,1
686,5497,2
685,5496,5
686,5498,3
686,5499,4
686,5500,5
685,5501,6
686,5502,1
686,5504,2
686,5505,3
686,5532,4
686,5533,5
686,5534,6
686,5535,1
686,5536,2
686,5539,5
686,5541,1
686,5565,7
688,5569,1
688,5570,2
688,5571,1
689,5576,1
691,5599,1
692,5623,1
692,5624,2
692,5625,3
692,5626,4
692,5627,5
692,5628,6
692,5629,1
692,5630,2
692,5631,3
692,5632,4
692,5634,6
692,5636,8
692,5642,1
685,5452,1
685,5453,2
107,881,1
107,1116,2
107,1107,3
107,1125,4
695,5657,1
695,5658,2
695,5659,3
695,5660,4
695,5661,1
695,5662,2
695,5663,3
695,5664,4
695,5665,5
695,5666,1
695,5667,2
695,5668,3
586,4078,1
586,4109,2
586,4034,1
586,4079,1
642,3980,1
642,3974,1
642,3996,1
642,4023,1
642,3988,1
642,2495,2
705,61,1
142,1331,1
142,1474,2
586,4057,1
586,4063,2
85,597,1
85,606,2
85,607,3
85,608,4
85,620,5
85,611,6
732,6463,1
732,6464,2
732,6465,1
732,6466,2
732,6467,3
732,6468,1
732,6469,1
732,6470,2
732,6471,3
732,6472,4
732,6473,1
732,6474,2
732,6475,3
732,6476,4
732,6477,5
732,6480,1
732,6481,2
732,6482,3
732,6483,4
732,6484,1
732,6485,1
732,6486,1
732,6487,1
733,6488,1
733,6489,1
733,6491,3
733,6492,4
733,6496,1
739,2343,1
739,2342,2
739,2341,3
739,2405,4
739,2181,5
617,2883,1
617,3274,2
617,1948,3
617,2844,4
617,2217,9
617,2406,12
617,2443,13
739,148,1
739,2068,2
739,152,3
739,2380,4
739,1331,1
739,2370,4
739,816,6
728,3410,1
728,3428,2
728,3447,3
728,3634,4
728,2551,5
729,2217,10
753,6791,1
753,6796,3
756,6830,1
758,6842,1
758,6843,2
416,2899,1
7,61,2
7,3027,4
7,1844,5
7,1765,6
7,3026,12
7,174,15
430,144,1
760,1504,1
760,69,2
760,61,3
761,4159,1
761,6870,2
763,6879,1
769,2696,1
769,2774,1
769,2473,1
769,2776,1
769,1383,2
769,1397,3
769,1455,4
769,2896,1
769,2844,2
769,2850,3
769,2883,4
773,1504,1
773,1515,1
773,1516,1
773,1591,2
773,1517,1
773,1518,2
773,1651,1
773,1652,2
773,1653,1
773,1654,2
773,1655,1
773,1656,2
773,1657,1
773,1658,1
204,2397,1
204,2404,2
204,2459,3
243,3396,1
243,3397,2
243,2363,3
243,3398,4
243,3399,5
243,2808,6
243,2953,7
243,3016,8
243,222,9
243,368,10
779,1687,1
779,1686,2
779,1630,3
779,1547,4
779,1193,5
779,1190,6
779,1183,7
779,1176,8
779,1151,9
781,1250,1
781,1133,2
781,3027,3
781,352,4
781,133,5
781,143,6
781,161,7
781,166,8
781,157,9
781,140,10
781,167,11
781,3018,12
781,69,13
781,3023,14
781,3029,15
781,3032,16
781,78,17
781,61,18
781,4223,20
784,196,1
784,133,1
784,140,2
784,157,3
784,143,4
784,161,1
784,166,2
784,167,1
784,168,2
784,169,3
784,170,4
784,171,1
784,172,2
784,173,3
785,478,1
785,483,2
785,485,3
785,490,4
785,495,5
788,1504,1
734,3926,1
734,7004,2
734,6265,3
769,2551,1
777,4321,1
777,6870,1
777,4159,1
805,137,1
777,4219,1
777,2202,3
777,2198,4
777,2173,1
807,1052,1
807,1113,1
807,440,2
807,1333,1
807,1982,2
807,2045,3
807,2190,4
807,2544,5
807,2545,6
807,2777,7
807,2724,8
807,2715,9
807,1331,1
807,1474,2
807,1642,3
807,1548,4
807,1632,5
807,1628,6
807,1697,7
807,1685,8
807,3315,9
807,2960,10
807,3240,1
807,2737,2
812,937,1
812,1119,2
812,1144,3
812,1159,4
812,1208,5
812,1221,6
812,1919,7
812,1924,8
812,2317,9
812,1936,10
812,2338,11
812,1130,12
812,2495,13
812,2781,14
812,1552,1
812,1547,2
812,1183,3
812,7012,1
812,3457,2
812,3395,3
812,3399,4
812,3398,5
812,3397,6
812,3396,7
813,1936,1
813,1924,2
813,3396,1
813,3397,2
813,2363,3
813,3398,4
813,3399,5
813,2808,6
813,1919,1
813,2915,2
776,61,1
831,69,1
471,3211,2
471,3213,3
471,3215,5
471,3216,6
471,3217,8
471,3218,9
4,70,1
4,103,2
4,118,3
4,175,1
4,192,2
4,206,3
4,207,4
4,208,1
4,209,2
843,1504,1
843,1653,2
843,1515,3
843,1517,4
843,1518,5
843,1651,6
843,1654,7
843,1652,8
843,196,1
843,1133,2
843,133,3
843,140,4
843,166,5
843,168,6
843,167,7
843,161,8
843,157,9
194,2471,1
194,2475,2
194,2478,3
194,2445,4
194,2464,5
194,2477,6
194,2476,1
194,2473,2
194,2525,1
194,2499,2
194,2512,3
194,2500,4
57,744,1
57,752,2
845,2668,1
845,1970,2
845,1950,3
845,2102,1
845,2103,2
845,2696,1
849,1655,1
849,1653,2
849,1654,3
849,2024,4
849,2037,5
849,1656,6
849,99,7
849,1657,1
849,2054,2
849,1658,1
850,2883,1
850,2896,1
850,2850,1
850,2406,1
850,1456,1
850,1327,2
850,2914,3
850,2366,1
850,6559,2
850,2412,3
850,2416,4
593,3425,1
593,3438,2
593,3419,3
593,3545,4
593,3564,5
860,677,1
860,692,2
860,747,3
860,721,1
860,760,2
860,782,3
860,797,1
860,809,2
860,934,1
860,1104,2
860,1117,3
860,774,1
860,1171,1
860,1172,2
860,1142,3
860,1178,1
860,1181,2
862,137,1
862,194,2
862,4609,3
862,984,5
862,3212,7
863,60,1
863,67,2
863,71,3
863,76,4
863,80,1
863,99,2
863,100,3
863,101,4
863,1381,1
863,1423,2
863,1454,1
863,1481,2
864,534,1
864,625,2
864,638,3
864,641,4
864,669,5
864,644,6
864,649,7
864,651,8
864,693,9
864,822,10
864,137,1
864,1191,2
864,1177,3
864,194,4
864,1182,5
864,279,6
864,299,7
864,1244,8
864,300,9
870,137,1
834,4198,1
834,1472,1
834,1474,2
834,1548,3
834,1594,4
834,1628,5
834,1642,6
834,1685,7
834,1697,8
834,1786,9
834,2960,10
834,3240,11
834,2737,12
834,3315,13
734,4162,1
734,6461,2
734,6462,3
734,4191,1
734,6263,2
734,6264,3
734,7022,4
734,7023,5
896,61,1
896,196,2
911,70,1
911,118,1
911,103,1
914,196,1
927,4219,1
936,1133,1
936,2344,2
936,2774,3
936,2776,4
936,1327,5
936,2720,6
936,2254,7
936,1501,8
936,2101,9
936,1052,1
936,1103,2
936,1113,3
936,2370,4
936,4219,5
936,2202,6
936,2800,7
936,6870,8
936,4159,9
936,1963,10
936,187,11
936,189,12
936,193,13
936,190,14
936,2842,1
936,2788,2
936,2604,3
936,2791,4
936,2629,5
936,70,6
936,118,7
936,103,8
936,209,9
936,206,10
936,208,11
936,192,12
936,175,13
936,885,14
936,80,15
936,101,16
936,102,17
936,1001,18
936,994,19
936,985,20
925,1130,1
925,7013,2
936,478,1
936,483,2
936,485,3
936,490,4
936,495,5
936,137,1
936,1177,2
936,1182,3
936,279,4
936,299,5
936,930,6
936,497,7
936,506,8
936,888,9
936,3974,10
936,1250,11
958,1047,1
958,1084,2
958,1122,3
960,1133,1
879,1516,1
879,1591,2
879,1517,1
879,1518,2
879,1651,1
879,235,2
879,1653,1
879,1654,2
879,2015,3
879,80,4
879,1655,1
879,2037,2
879,1656,3
879,1657,1
879,2054,2
971,1250,1
454,4021,1
982,137,1
879,1515,1
879,231,2
990,937,1
990,1144,2
990,1119,3
1003,890,1
1006,1988,1
1006,1504,1
1006,1984,1
1006,344,2
1008,67,1
1008,71,2
1008,76,1
1008,80,1
1008,99,2
1008,100,1
1008,101,2
1008,1381,1
1008,1423,2
1008,1522,3
1008,1454,1
1008,1481,2
1009,196,1
1009,1133,1
1016,1504,1
1018,61,1
1016,344,1
1016,375,2
1016,2750,1
1016,1988,1
1035,1180,1
1035,890,2
1035,1778,3
1035,1166,4
1035,4117,5
1035,1187,6
1035,1287,7
1035,1846,8
1035,2368,9
1035,2413,10
1035,1294,11
1039,196,1
1039,2933,1
1039,221,1
1039,3212,2
1039,2975,1
1039,3801,1
1040,6934,1
1040,1503,2
1040,1502,3
1048,313,1
1055,748,1
1055,2050,2
1055,971,1
1055,972,2
1055,974,3
1055,975,4
1055,973,5
1055,980,1
1055,981,2
1055,982,1
1055,983,2
1055,993,3
1055,1011,4
1055,1012,5
1055,2242,1
1057,196,1
1059,342,1
1062,534,1
1062,625,1
1062,638,2
1062,649,3
1062,651,4
1062,644,1
1062,669,1
1062,693,1
1062,822,2
1062,1201,1
1062,879,1
1062,970,2
1062,1075,1
1062,695,1
1071,137,1
1071,1177,2
1071,1191,3
1071,1182,4
1071,279,5
1071,300,6
1071,1244,7
1071,299,8
1071,1253,9
1071,534,1
1071,625,2
1071,669,3
1071,641,4
1071,1075,5
1071,879,6
1071,970,7
1071,1201,8
1071,881,9
1071,700,1
1071,1664,2
1071,1635,3
1071,1475,4
1073,61,1
1073,1504,1
952,6934,4
11,133,1
11,140,2
11,157,3
11,143,4
1081,1504,1
1080,454,1
1080,235,2
1080,2036,3
1080,1655,4
1080,1656,5
1080,1657,6
1080,2075,7
998,5184,1
998,5568,1
998,6242,1
998,6511,1
998,6530,1
1012,1686,1
1012,1176,2
1012,1687,3
1012,1193,4
1012,1547,1
1012,1630,2
1012,1190,3
1012,1183,4
1012,1717,5
1012,1403,1
1012,1419,2
1012,1452,3
1012,1810,4
1012,1867,1
1012,1650,2
1012,1509,3
1012,1695,4
1012,1634,5
1012,1497,6
11,161,1
11,166,2
11,167,1
11,168,2
11,169,3
11,170,4
11,171,1
11,172,2
11,173,3
11,196,1
1110,497,1
1110,535,1
1110,741,1
1110,506,1
1110,522,1
1110,536,1
1110,543,1
1110,660,1
1110,659,1
1116,506,1
1075,2622,1
1035,677,1
1035,774,1
1035,934,2
1035,1104,3
1035,1117,4
1035,1171,5
1035,1172,6
1035,1142,7
1035,1178,8
1035,1181,9
1035,797,1
1035,809,2
1035,144,1
1035,692,2
1035,747,3
1035,721,1
1035,760,2
1035,782,3
1035,132,4
1035,2813,5
879,1504,2
1132,1651,1
868,1946,1
868,1992,1
868,1994,1
868,1996,1
1141,677,1
1141,692,2
1141,747,3
1141,721,4
1141,760,5
1141,782,6
1141,2813,7
1141,797,8
1141,809,9
1141,774,10
1142,677,1
1142,692,2
1142,747,3
1142,721,4
1142,760,5
1142,782,6
1142,2813,7
1142,797,8
1142,809,9
1142,774,10
1142,934,11
1142,1104,12
1142,1117,13
1142,1171,14
1142,1172,15
1142,1142,16
1142,1178,17
913,67,1
1146,677,1
1146,692,2
1146,747,3
1146,797,4
1146,721,5
1146,760,6
1146,774,7
1146,1117,8
1146,1171,9
1146,934,10
1146,145,11
1146,1180,12
1146,1172,13
1146,1142,14
1146,153,15
1146,149,16
1146,1181,17
1146,156,18
99,1552,1
99,1151,2
99,1176,1
99,1193,1
99,1190,1
99,1183,2
99,1630,3
1157,2265,1
1157,2266,2
1157,2267,3
1157,2333,4
1157,2529,1
1157,2530,2
1167,2370,1
1171,1504,1
946,1658,1
946,2075,2
946,1651,1
946,1652,2
946,1517,1
946,1518,2
946,1504,1
946,218,2
946,232,1
946,231,2
1177,1504,1
1162,3540,1
1030,700,1
1187,497,1
1189,60,1
1189,67,2
1189,71,3
1189,76,4
1189,80,5
1189,101,6
1189,99,7
1189,100,8
1189,102,9
1189,1675,10
1189,1381,11
1189,1454,12
1189,1481,13
1189,1423,14
1189,1522,15
1189,1604,16
1205,70,1
1205,809,2
1205,169,3
1205,170,4
1205,177,5
1205,118,6
1205,221,7
1205,180,8
1205,209,9
1205,103,10
1205,208,12
1205,1030,13
1205,206,14
1205,3264,15
1205,207,16
1205,192,17
1205,2303,18
1205,2893,19
1205,3169,20
1205,3024,21
1205,1300,22
1205,738,23
1205,1621,24
1205,2998,25
1205,6976,26
1205,4181,27
1205,2222,28
1205,2971,29
1179,1504,1
1226,1504,1
1228,313,1
1228,3541,2
1228,888,3
1228,3001,4
1228,886,5
1228,889,6
1228,887,7
1228,4609,8
1228,3305,9
1228,6461,10
1228,828,11
1228,3452,12
1228,6462,13
1228,4162,14
1228,4610,15
1228,652,16
1228,4611,17
1228,2258,18
1228,4608,19
228,1250,1
228,1133,2
228,133,3
228,140,4
228,157,5
228,1137,6
863,1675,2
1243,1515,1
1243,1516,2
1243,1591,3
1243,1517,4
1243,1518,5
1243,1651,1
1243,1652,2
1243,1504,1
1243,218,2
1243,1653,1
1243,1654,2
1243,2757,1
1243,2761,2
1243,2763,3
1243,1688,4
1243,2815,1
1243,2054,2
1243,1658,3
1271,534,1
1271,695,2
1271,879,3
1271,1201,4
40,641,1
40,644,2
40,649,1
40,651,2
40,669,1
40,693,1
40,695,2
40,799,3
40,822,1
40,879,1
40,970,2
40,1075,1
40,1201,2
40,534,1
40,625,2
40,638,3
1280,1708,1
1288,196,1
1288,1133,2
1288,3915,1
1288,143,1
1288,352,2
1264,1178,1
1264,149,2
1264,895,3
1264,1142,1
1264,1171,2
1264,1172,3
1264,890,1
1264,1180,1
1264,1181,2
1264,156,3
1264,155,4
1264,3625,1
1264,1117,1
1264,692,1
1264,747,2
1264,721,3
1264,760,4
1264,782,5
1264,797,6
1264,809,7
1264,774,8
1264,153,1
1264,453,2
1264,893,3
1308,1287,1
1264,1166,1
1264,1287,2
1264,1168,3
1264,1187,4
1264,159,5
1264,995,6
1264,1488,7
1264,1470,8
1264,1057,9
1264,1793,10
1264,1792,11
1264,4708,12
1316,677,1
1318,497,1
1321,1177,1
1321,194,2
1321,137,3
1321,1182,4
1321,299,1
1321,1244,2
1321,300,3
1321,3753,4
1321,625,1
1321,644,2
1321,669,3
1321,1075,4
1321,1201,5
1321,879,6
1321,970,7
1321,799,8
1321,881,1
1321,2209,2
1321,1116,3
1321,750,4
1321,772,5
1321,1148,6
1226,1515,1
1226,1517,2
1226,1518,3
1226,1651,4
1226,1654,5
1321,700,1
1321,3645,2
1321,1466,3
1321,3537,1
1321,3559,2
1321,3730,3
1321,3733,4
1321,1051,1
1321,1130,2
1321,1093,3
1321,1155,4
1321,3552,5
1321,3709,7
1321,3649,8
1323,80,1
1323,231,2
1323,100,3
1323,4066,4
1323,2662,5
1325,677,1
1325,692,1
1330,3541,1
1333,3472,1
1333,1891,2
1333,1333,1
1333,2544,2
1333,2545,3
1333,2724,4
1333,2370,1
1333,440,2
1333,1331,1
1333,1931,2
1333,1948,3
1333,2809,1
1333,2864,2
1333,4219,1
1333,1690,2
1333,2163,3
1333,2404,4
1333,1305,1
1296,1047,1
1322,677,1
1322,692,2
1322,747,3
1322,144,4
1322,721,1
1322,760,2
1322,782,3
1296,1084,1
1335,1504,1
1335,677,2
1296,1936,1
1296,1919,1
1343,137,1
1343,1191,2
1343,1177,3
1343,194,4
1343,1182,5
1343,3192,6
1347,1504,1
1348,677,1
1358,677,1
1358,1517,1
1358,809,2
1264,934,1
1264,1959,2
1393,1504,1
1257,677,1
1257,692,2
1257,721,3
1257,760,4
1257,797,5
1257,774,6
1257,934,1
1257,1104,2
1257,1171,3
1257,1178,4
1257,1180,5
1257,1181,6
1257,1172,7
1257,1166,1
1257,1168,2
1257,1187,3
1257,1287,4
1257,890,5
1257,1846,6
1257,2368,7
1257,2413,8
1401,122,1
1401,172,2
1401,173,3
1401,119,4
1401,3031,5
1401,3212,1
1401,1112,2
1401,3726,3
1401,1160,4
1401,222,1
1401,3013,2
1401,2317,3
1401,41,4
1401,627,5
1401,3396,6
1401,3395,7
1401,3397,8
1401,2808,9
1401,3399,10
1401,3398,11
1402,1504,1
1402,677,2
1402,61,3
1409,196,1
629,4414,3
629,481,4
1413,61,1
1413,196,2
1413,1515,3
1413,61,1
1413,677,2
1415,534,1
1415,625,1
1419,741,1
1417,875,1
1417,504,1
1417,2686,1
1417,2270,2
1417,570,1
1417,571,1
1417,1796,2
1417,574,1
1417,573,1
1423,61,1
1432,766,2
1435,1133,1
1435,161,2
1435,3018,3
1435,69,4
1435,166,5
1435,167,6
1435,168,7
1435,140,8
1435,157,9
1016,1516,1
1458,7133,1
1470,3926,1
1487,1052,1
1487,1103,2
1487,1113,3
1487,2370,4
1487,1926,1
1487,1895,2
1487,1913,3
1487,1501,4
1487,1923,5
1487,1837,1
1487,1845,2
1487,1850,3
1487,1764,4
1487,3496,5
1487,1768,6
1487,3476,7
1487,2101,8
1487,1305,9
1487,2068,1
1487,2306,2
1487,2324,3
1487,2823,4
1487,3299,5
1487,4234,6
1487,2380,7
1487,3722,9
1504,1133,1
1504,341,2
1504,133,2
1504,1729,3
1504,161,1
1504,1218,2
1504,3018,3
1504,166,4
1504,69,5
1504,1744,7
1505,1104,1
1515,1177,1
834,1419,1
834,1497,2
1521,196,2
1521,133,3
1521,143,4
1521,61,5
1521,170,6
1521,1133,7
1525,2657,1
1530,2370,1
1530,3485,2
1532,196,1
1532,1133,2
1532,133,1
1538,3211,1
1538,143,2
1538,170,3
1538,347,4
1538,387,5
1544,1047,1
1544,1084,1
1553,6275,1
1555,342,1
1538,140,1
1538,3213,2
1538,5126,3
1538,157,4
1538,3215,5
1538,1134,6
1403,613,1
590,2933,1
590,2971,2
1532,161,1
1532,3018,2
1027,223,1
1027,749,1
1027,910,2
1027,911,1
1027,1007,2
1027,912,1
431,223,1
431,460,1
431,309,1
431,308,1
1583,1504,1
1504,167,1
1504,168,2
1504,169,3
1504,3029,4
1504,3032,5
1504,110,6
834,1552,1
834,1176,2
834,1547,3
834,1630,4
834,1190,5
834,1183,6
834,1686,7
834,1717,8
1426,6275,2
1588,2370,1
1588,1103,1
1538,133,1
1538,1170,2
1589,196,1
1589,1133,1
1589,140,2
1589,157,3
1589,143,4
1593,1052,1
1593,1103,1
1593,1113,1
1458,7262,4
1458,3799,1
1458,5190,2
1538,143,1
1538,3018,2
1538,69,3
1538,3023,4
1508,161,1
1508,166,2
1508,167,1
1508,168,2
1508,169,3
1508,170,4
1508,1133,1
1508,143,2
1508,140,1
1508,157,2
1508,133,3
1508,171,1
1508,172,2
1508,122,3
1508,173,4
1016,233,1
1016,436,2
834,1103,1
834,6996,2
1611,140,1
1619,342,1
1619,478,1
1619,483,1
1619,485,1
1619,490,1
1633,2314,1
1633,2448,2
1633,2610,3
1633,2779,4
1633,2792,6
1633,2424,1
1638,342,2
1633,4219,1
1633,2206,3
1633,2202,1
1633,2198,2
1508,2963,1
1508,3925,2
1508,2990,3
1508,3212,4
1508,3726,5
1508,1112,6
1508,1160,7
1508,4057,1
1508,4078,2
1508,4109,3
1508,4034,4
1508,4079,5
1654,1051,1
1508,174,1
1508,119,2
1508,387,3
1662,342,1
1611,3211,1
1611,143,2
1611,1250,3
1611,347,4
834,1333,1
834,1982,2
834,2045,3
834,2190,4
834,2544,5
834,2545,6
834,2724,7
834,2777,8
834,2863,9
1538,341,1
1016,931,1
1016,1653,2
1016,2033,1
1016,1652,2
1680,677,1
1680,692,2
1682,1516,1
1682,677,1
1682,1504,2
1682,1515,3
1682,692,4
1682,196,5
1508,1764,1
1508,1807,2
1508,1837,3
1508,1845,4
1508,1850,5
1508,3722,6
1508,3476,7
1508,2101,8
1508,3496,9
1508,1305,10
1508,154,11
1680,934,1
1680,774,2
1680,875,3
1680,747,1
1680,721,2
1680,760,3
1680,782,4
1680,132,5
1680,797,1
1680,809,2
1680,1171,3
1680,256,4
1680,1104,1
1680,1117,2
1680,153,3
1680,145,4
1680,1142,5
1680,1178,1
1680,149,2
1680,895,3
1680,1180,1
1680,1294,1
1680,2413,2
1680,2368,3
1689,342,1
1711,2217,1
1712,721,1
1712,677,1
1712,1515,2
1716,1025,1
1538,167,1
1538,168,2
1538,110,3
99,1717,1
1737,497,1
1739,1504,1
1740,1654,1
1740,1243,1
1740,888,2
1740,1027,3
1740,506,1
1740,1142,2
1740,300,3
1740,1103,4
1633,1690,1
1633,2516,5
1633,2614,6
1633,2159,1
1633,2163,2
1633,2180,3
1633,2182,4
1633,2404,5
1633,1906,7
1736,1331,1
1736,1474,2
1736,1642,3
1736,1548,4
1736,1685,5
1736,1697,6
1736,1594,7
1736,1628,8
1736,2809,1
1736,2864,2
1736,4219,1
1736,2202,3
1736,2198,4
1736,2159,5
1736,2163,6
1736,2182,7
1736,2404,8
1736,2314,9
1736,2448,10
1736,2424,11
1736,2611,13
1736,2504,14
1736,2507,15
1736,2502,16
1508,148,1
1508,2306,2
1508,2068,3
1508,2324,4
1508,3299,5
1508,2380,6
1508,2865,7
1508,2932,8
1508,2998,9
1508,1552,10
1508,1547,11
1741,3733,1
1748,1504,1
1758,342,1
1758,478,1
1768,1786,1
1327,535,1
1689,478,1
1689,483,2
1689,485,3
1689,490,4
1689,495,5
1774,187,1
1774,189,2
1774,193,3
1774,190,4
1774,816,1
1774,2370,1
1588,1331,1
1588,440,1
1588,2809,1
43,535,1
43,536,2
43,543,3
43,603,4
43,660,1
43,659,1
243,937,1
243,1119,2
243,1144,3
243,1159,4
243,1208,5
243,1221,6
243,1924,7
243,1936,8
243,2874,9
243,2875,10
243,1919,11
243,2915,12
243,2317,13
243,1130,2
243,2338,1
202,137,1
202,194,2
202,1177,4
202,1182,5
202,1191,6
202,930,7
202,279,1
202,299,2
202,300,3
202,1244,4
202,1253,5
202,3753,6
204,2507,1
204,2504,2
204,2502,3
1799,1653,1
1736,1333,1
1736,1982,2
1736,2045,3
1736,2544,4
1736,2545,5
1736,2190,6
1736,2777,9
1736,2724,10
1736,2715,11
1736,2173,3
1736,1054,1
1736,1162,2
1736,1096,3
1736,1127,4
1799,1655,1
1799,1654,1
1799,1657,1
1799,1658,1
1804,1504,1
1804,1515,2
1736,2806,1
1736,2836,3
1736,2825,5
1736,2846,6
1809,1103,1
1538,171,1
1538,173,2
1538,172,3
1538,122,4
1538,119,5
1538,3190,1
1538,3726,1
1538,3801,2
1538,1112,3
1538,1160,4
1538,3472,5
1538,3477,6
1812,148,1
1812,2068,2
1812,152,3
1812,2380,4
1817,677,1
1829,1504,1
1837,1466,1
1837,4023,1
1837,3733,1
1837,881,1
1837,1125,2
1837,1116,3
1837,1107,4
1837,2209,5
1837,1198,6
1837,3592,1
1837,1051,1
1837,1093,2
1837,3821,3
1837,3592,4
1837,3640,5
1837,3645,6
1837,3646,7
1837,3552,8
1837,3709,10
1837,3649,11
1837,1403,1
1837,1419,2
1837,1497,3
1837,1452,4
1837,1509,5
1837,1634,6
1837,1695,7
1837,1867,8
1837,1810,9
1837,3537,1
1837,2396,2
1837,3559,3
1837,1905,4
1837,3730,5
1837,1943,6
1837,7004,1
1840,273,1
1458,494,1
1354,3559,1
1354,3730,3
1851,6275,1
1806,2359,1
1860,148,2
1860,2068,3
1860,3117,1
1860,3136,2
1860,3099,3
1860,3151,4
1860,3149,5
1860,2380,3
1812,1926,2
302,2306,1
302,2324,2
302,2934,5
302,3117,1
302,3099,2
302,3136,5
302,3151,6
302,3149,7
302,2933,1
302,2971,3
1891,80,1
1891,71,2
1891,67,3
1891,76,4
1891,99,5
1891,100,6
1891,102,7
1891,3169,9
1891,880,10
1896,478,1
1896,483,2
1896,485,3
1896,490,4
1896,495,5
1894,677,1
1894,747,2
1894,721,3
1894,760,4
1894,797,5
1894,934,1
1894,153,2
1894,1142,1
1894,1171,2
1894,1178,1
1894,149,2
1894,1180,1
525,1657,1
525,793,2
525,2069,3
525,2075,4
525,1504,5
1902,1466,1
1909,3396,1
1910,61,2
1910,3018,3
1910,69,4
1910,3023,5
1910,3026,6
1910,3027,7
1910,3028,8
1910,3029,9
1910,3032,10
1909,1919,1
1909,1924,2
1909,1936,3
1909,2317,4
1909,937,1
1909,1119,2
1909,1144,3
1909,1159,4
1909,1208,5
1909,1221,6
1909,2874,7
1909,2875,8
1909,3397,9
1909,3399,1
1909,2808,2
1909,627,3
1909,2495,1
1909,3988,2
1909,1130,1
1909,2338,2
1909,41,1
1909,3398,2
1909,2915,3
1909,3013,4
1911,2191,1
1911,2236,2
1911,2120,3
1911,187,1
1911,189,2
1911,193,3
1911,190,4
1911,2370,1
1911,1103,2
1911,816,3
1911,1333,4
1911,1331,5
1911,4219,1
1911,2515,2
1911,2504,3
1911,2198,4
1911,2202,5
1911,2451,6
1911,1906,7
1911,1133,1
1911,122,2
1911,148,3
1911,152,4
280,2842,1
1911,2366,1
1911,2406,2
1911,2416,3
1911,2412,4
1911,1327,5
1911,164,6
1911,1320,7
1911,1318,8
1910,3212,1
1911,2341,1
1911,2349,2
1911,2342,3
1911,2367,4
1911,2350,5
1911,2505,6
1911,2373,7
1911,2388,8
1911,2372,9
1911,2405,10
1911,2476,11
1911,2473,12
1911,2471,1
1911,2475,2
1911,2478,3
1911,2464,4
1911,2525,5
1911,2499,6
1911,2512,7
1911,2500,8
816,148,1
816,2068,2
816,152,3
816,2380,4
816,3117,1
816,3136,2
816,3099,3
816,3151,4
816,3149,5
816,4228,1
816,4229,2
816,2405,3
816,2181,4
1935,2370,1
1935,1333,1
1935,1982,2
1935,2045,3
1935,2544,4
1935,2545,5
1935,2190,6
1935,2777,9
1935,2724,10
1935,2715,11
1935,1331,1
1935,1474,2
1935,1642,3
1935,1548,4
1935,1685,5
1935,1697,6
1935,1594,7
1935,1628,8
1935,1054,1
1935,1162,2
1935,1096,3
1935,1127,4
1936,497,1
1936,506,1
1936,522,2
1936,535,1
1936,536,2
1936,543,3
1936,603,4
1936,660,1
1936,659,1
1936,1036,1
1936,1037,2
1936,887,1
1936,888,2
1936,886,3
1936,889,4
1937,2344,1
1937,2343,2
1937,2341,1
1937,2342,2
1937,2367,3
1937,2349,4
1937,2350,5
1937,2505,1
1937,2373,2
1937,2388,3
1937,2372,4
1937,2405,5
1937,2476,1
1937,2473,2
1937,2471,1
1937,2475,2
1937,2478,3
1937,2445,4
1937,2464,5
1937,2477,6
1937,2525,1
1937,2499,2
1937,2512,3
1937,2500,4
1938,1133,1
1938,133,2
1938,140,3
1938,157,4
1938,167,5
1938,161,6
1938,166,7
1938,170,8
1938,169,9
1938,1150,10
1938,1157,11
1938,171,1
1938,172,2
1938,173,3
1938,122,4
1938,119,5
1938,1170,6
1938,174,7
1938,1134,8
1938,1156,9
1938,1145,10
1938,1139,11
1938,148,1
1938,152,2
1938,154,3
1932,3537,1
1932,2396,1
1932,3559,1
1932,1905,1
1932,3733,1
1932,3640,1
1932,1051,1
1932,1093,1
1957,2625,2
1806,1501,2
1806,1895,3
