topic_id,challenge_id,created_at
1425,11033,2019-09-25 11:09:22
1426,400,2019-09-25 11:17:30
450,591,2019-09-25 11:21:12
1427,588,2019-09-25 11:21:22
361,597,2019-09-25 11:22:10
769,601,2019-09-25 11:23:56
1428,10986,2019-09-25 11:27:14
848,602,2019-09-25 11:27:43
1429,9874,2019-09-25 12:06:15
1007,9343,2019-09-25 13:05:06
1430,6637,2019-09-25 14:26:07
1431,10715,2019-09-25 14:31:19
1432,10984,2019-09-25 14:59:36
920,10985,2019-09-25 15:00:35
1433,7051,2019-09-25 15:06:14
1434,7051,2019-09-25 15:06:14
1433,7052,2019-09-25 15:07:39
1435,7052,2019-09-25 15:07:39
1436,7054,2019-09-25 15:11:31
1433,7055,2019-09-25 15:12:39
921,7055,2019-09-25 15:12:39
1437,9276,2019-09-25 16:05:47
1438,9283,2019-09-25 16:10:53
1439,9300,2019-09-25 16:12:07
1440,8259,2019-09-25 16:25:08
1441,8270,2019-09-25 16:27:41
1442,9390,2019-09-25 16:30:10
1443,2476,2019-09-25 18:34:43
1444,2497,2019-09-25 18:37:09
1445,2517,2019-09-25 18:39:14
1446,2535,2019-09-25 18:42:28
1447,2546,2019-09-25 18:45:39
1448,2573,2019-09-25 18:49:58
1449,7621,2019-09-25 18:58:39
1450,7780,2019-09-25 19:00:41
1451,5483,2019-09-25 19:05:45
1452,5489,2019-09-25 19:06:19
1453,6002,2019-09-25 19:07:13
1454,5388,2019-09-25 19:13:56
1455,2184,2019-09-25 19:27:32
1456,2184,2019-09-25 19:27:32
1457,2189,2019-09-25 19:29:13
1458,2189,2019-09-25 19:29:13
1459,2189,2019-09-25 19:29:13
1460,2261,2019-09-25 19:29:42
1461,2261,2019-09-25 19:29:42
1462,2264,2019-09-25 19:33:28
1463,2264,2019-09-25 19:33:28
1464,2287,2019-09-25 19:36:25
1462,2287,2019-09-25 19:36:25
1465,2406,2019-09-25 19:38:54
1466,3403,2019-09-25 19:44:07
1467,3409,2019-09-25 19:48:18
1468,3155,2019-09-25 19:54:14
1469,3155,2019-09-25 19:54:14
1470,3176,2019-09-25 19:56:39
1471,3206,2019-09-25 19:59:13
1472,3206,2019-09-25 19:59:13
1473,3206,2019-09-25 19:59:13
1474,3232,2019-09-25 20:06:22
91,3234,2019-09-25 20:09:06
1425,3421,2019-09-25 20:17:03
1475,3428,2019-09-25 20:27:25
1476,3460,2019-09-25 20:27:32
1477,8185,2019-09-25 22:55:02
921,11065,2019-09-26 09:28:09
921,11069,2019-09-26 09:38:44
1478,11074,2019-09-26 10:01:13
1479,11075,2019-09-26 10:01:13
1480,11076,2019-09-26 10:01:13
1481,11077,2019-09-26 10:01:13
1482,11078,2019-09-26 10:01:13
1430,11079,2019-09-26 10:01:13
1433,7056,2019-09-26 10:53:24
921,7056,2019-09-26 10:53:24
921,11071,2019-09-26 11:01:23
921,11070,2019-09-26 11:01:36
1483,9377,2019-09-26 13:38:49
549,302,2019-09-26 14:19:10
1484,9032,2019-09-26 14:22:22
1484,9033,2019-09-26 14:23:37
1485,8977,2019-09-26 14:27:52
1486,8550,2019-09-26 14:28:57
1487,8550,2019-09-26 14:28:57
1488,8550,2019-09-26 14:28:57
1489,9292,2019-09-26 14:34:00
1490,506,2019-09-26 14:36:49
1277,9304,2019-09-26 14:37:16
1491,9304,2019-09-26 14:37:16
1031,9304,2019-09-26 14:37:16
1277,9305,2019-09-26 14:39:15
1031,9305,2019-09-26 14:39:15
1032,9305,2019-09-26 14:39:15
1277,9306,2019-09-26 14:41:25
1032,9306,2019-09-26 14:41:25
1031,9306,2019-09-26 14:41:25
1031,9220,2019-09-26 14:44:04
1268,9220,2019-09-26 14:44:04
1277,9220,2019-09-26 14:44:04
1492,8563,2019-09-26 14:48:48
1493,8563,2019-09-26 14:48:48
1494,8563,2019-09-26 14:48:48
1495,8947,2019-09-26 14:49:29
1496,8947,2019-09-26 14:49:29
1497,8947,2019-09-26 14:49:29
1498,8741,2019-09-26 14:53:12
1499,8676,2019-09-26 14:53:28
1500,8660,2019-09-26 14:53:43
1277,9707,2019-09-26 14:59:43
1501,9190,2019-09-26 15:09:02
1502,9190,2019-09-26 15:09:02
1503,9266,2019-09-26 15:21:48
1503,9265,2019-09-26 15:21:57
1504,9295,2019-09-26 15:54:54
1505,9295,2019-09-26 15:54:54
1506,6961,2019-09-26 17:10:39
1507,6978,2019-09-26 17:10:39
1478,6630,2019-09-26 17:10:39
1479,6631,2019-09-26 17:10:39
1480,6633,2019-09-26 17:10:39
1481,6634,2019-09-26 17:10:40
1482,6636,2019-09-26 17:10:40
1508,6782,2019-09-26 17:10:41
1509,6782,2019-09-26 17:10:41
1510,6782,2019-09-26 17:10:41
1511,6782,2019-09-26 17:10:41
1512,6879,2019-09-26 17:10:44
1513,6917,2019-09-26 17:10:45
1514,6919,2019-09-26 17:10:46
1515,6864,2019-09-26 17:10:46
1516,7096,2019-09-26 17:10:47
1517,7097,2019-09-26 17:10:48
1518,7097,2019-09-26 17:10:48
1519,7130,2019-09-26 17:10:48
1520,7130,2019-09-26 17:10:48
1521,7130,2019-09-26 17:10:48
1522,7131,2019-09-26 17:10:48
1523,7134,2019-09-26 17:10:48
1524,7135,2019-09-26 17:10:49
1525,6166,2019-09-26 17:10:54
1526,8187,2019-09-26 17:10:57
1527,8194,2019-09-26 17:10:57
1528,9303,2019-09-27 09:26:17
1529,9405,2019-09-27 09:26:49
1530,9405,2019-09-27 09:26:49
1531,8891,2019-09-27 10:41:26
60,4881,2019-09-28 00:11:22
562,4881,2019-09-28 00:11:22
1532,4881,2019-09-28 00:11:22
60,4884,2019-09-28 00:13:47
562,4884,2019-09-28 00:13:47
32,4884,2019-09-28 00:13:47
1533,5128,2019-09-28 00:15:50
1534,5128,2019-09-28 00:15:50
1535,5129,2019-09-28 00:17:10
1536,5129,2019-09-28 00:17:10
1537,5133,2019-09-28 00:19:42
1194,5133,2019-09-28 00:19:42
1538,5136,2019-09-28 00:20:48
1539,5136,2019-09-28 00:20:48
921,11067,2019-09-28 11:01:37
1433,11067,2019-09-28 11:01:37
921,11068,2019-09-28 11:02:00
1433,11068,2019-09-28 11:02:00
1540,6784,2019-09-28 17:36:57
1541,9330,2019-09-29 10:07:30
1541,9340,2019-09-29 10:08:26
1542,9348,2019-09-29 10:09:50
1541,9351,2019-09-29 10:10:25
1541,9720,2019-09-29 10:10:57
1542,9352,2019-09-29 10:11:24
1543,9749,2019-09-29 11:07:18
1541,9767,2019-09-29 11:10:43
1541,9768,2019-09-29 11:12:53
1541,9776,2019-09-29 11:15:10
1544,9043,2019-09-29 11:33:22
1545,9037,2019-09-29 13:18:02
1546,9038,2019-09-29 13:18:17
1547,9040,2019-09-29 13:18:28
1548,9056,2019-09-29 13:19:26
1549,8522,2019-09-29 14:10:06
1550,9094,2019-09-29 15:03:28
1551,11018,2019-09-29 15:05:22
1552,11017,2019-09-29 15:06:07
1553,687,2019-09-29 15:19:59
60,687,2019-09-29 15:19:59
1554,687,2019-09-29 15:19:59
1449,10755,2019-09-29 15:31:09
549,8738,2019-09-29 15:31:39
74,8738,2019-09-29 15:31:39
1555,9219,2019-09-29 22:14:16
1556,10339,2019-09-30 09:10:14
1557,10626,2019-09-30 09:11:05
1558,8567,2019-09-30 15:45:18
1559,8568,2019-09-30 15:47:02
1560,8569,2019-09-30 15:49:59
60,8574,2019-09-30 16:05:29
1561,8903,2019-09-30 16:23:41
1562,8903,2019-09-30 16:23:41
1563,8566,2019-09-30 17:26:00
1564,119,2019-09-30 18:08:25
1565,11217,2019-10-02 11:29:50
1249,4140,2019-10-02 13:09:52
1250,4140,2019-10-02 13:09:52
1566,11220,2019-10-03 09:33:23
1567,11221,2019-10-03 15:17:31
1568,11223,2019-10-03 15:28:56
1569,11222,2019-10-03 15:42:30
1570,11318,2019-10-08 21:44:57
1571,11194,2019-10-09 09:41:26
1572,11192,2019-10-09 09:41:42
1571,11254,2019-10-09 09:45:07
1433,7165,2019-10-09 16:28:24
1573,7165,2019-10-09 16:28:24
1574,7159,2019-10-09 16:33:50
1575,7158,2019-10-09 16:35:03
1576,7158,2019-10-09 16:35:03
1577,7158,2019-10-09 16:35:03
1557,10467,2019-10-10 09:17:34
1578,10002,2019-10-10 09:43:56
1579,2175,2019-10-10 09:53:28
980,2193,2019-10-10 09:53:28
198,2221,2019-10-10 09:53:28
803,2268,2019-10-10 09:53:28
1580,2274,2019-10-10 09:53:29
129,2275,2019-10-10 09:53:38
129,2388,2019-10-10 09:53:38
139,2170,2019-10-10 10:10:36
1581,2113,2019-10-10 10:11:10
252,2423,2019-10-10 10:13:00
191,2191,2019-10-10 10:13:28
1582,2191,2019-10-10 10:13:28
375,2191,2019-10-10 10:13:28
129,2269,2019-10-10 10:26:09
129,2469,2019-10-10 10:28:06
129,2271,2019-10-10 10:28:16
1583,8024,2019-10-10 10:29:23
1356,2397,2019-10-10 10:30:03
1584,2405,2019-10-10 10:30:11
1585,2422,2019-10-10 10:30:30
1586,2445,2019-10-10 10:31:00
1587,2447,2019-10-10 10:31:09
1588,2488,2019-10-10 10:31:17
414,2492,2019-10-10 10:31:32
129,2270,2019-10-10 10:31:37
129,2761,2019-10-10 10:38:41
1589,3492,2019-10-10 10:53:10
1590,11345,2019-10-10 14:05:01
1591,11347,2019-10-10 14:17:28
1592,11344,2019-10-10 15:07:38
1593,10997,2019-10-11 09:44:30
1594,10998,2019-10-11 09:44:51
1595,10999,2019-10-11 09:45:06
1596,11000,2019-10-11 09:45:28
1597,11001,2019-10-11 09:45:47
1598,11002,2019-10-11 09:46:11
1599,11316,2019-10-11 14:49:10
1564,11317,2019-10-11 14:51:30
60,11319,2019-10-11 14:53:50
1600,10458,2019-10-13 13:55:40
1600,10603,2019-10-13 14:00:31
1601,2525,2019-10-14 10:33:10
1602,2537,2019-10-14 10:46:03
1603,2572,2019-10-14 11:04:46
1604,2575,2019-10-14 11:22:59
1605,2577,2019-10-14 13:45:17
1606,2578,2019-10-14 13:55:19
1607,2582,2019-10-14 14:03:15
1608,3023,2019-10-14 14:24:49
1609,3024,2019-10-14 14:37:19
1610,3025,2019-10-14 14:43:14
1611,3030,2019-10-14 15:00:03
1612,3041,2019-10-14 15:12:48
135,4467,2019-10-14 15:24:08
1613,4467,2019-10-14 15:24:08
189,4467,2019-10-14 15:24:08
135,4472,2019-10-14 15:25:27
1614,4472,2019-10-14 15:25:27
1615,4472,2019-10-14 15:25:27
478,4472,2019-10-14 15:25:27
1616,4472,2019-10-14 15:25:27
1617,3049,2019-10-14 15:26:37
1618,3050,2019-10-14 15:36:33
1619,521,2019-10-15 09:36:09
1620,522,2019-10-15 09:51:57
1621,524,2019-10-15 10:16:32
1622,525,2019-10-15 10:25:28
1623,526,2019-10-15 10:31:07
1624,527,2019-10-15 10:52:03
1625,3051,2019-10-15 10:52:08
1626,529,2019-10-15 11:03:09
1627,3073,2019-10-15 11:28:17
1628,549,2019-10-15 13:00:22
1629,3076,2019-10-15 13:45:39
1630,3077,2019-10-15 14:06:38
1631,3079,2019-10-15 14:14:12
1632,3082,2019-10-15 14:26:34
1633,8415,2019-10-15 14:30:01
1634,6408,2019-10-15 14:38:52
1635,3091,2019-10-15 14:43:10
1636,3095,2019-10-15 14:53:53
1637,3109,2019-10-15 15:01:57
1638,3117,2019-10-15 15:48:11
1639,3118,2019-10-15 15:52:02
1640,3122,2019-10-15 15:55:02
1641,3123,2019-10-15 16:04:39
1642,3128,2019-10-15 16:08:49
1643,8730,2019-10-15 16:30:54
1644,11314,2019-10-15 16:32:13
1645,8731,2019-10-15 16:37:03
1646,8736,2019-10-15 16:37:55
1647,3131,2019-10-15 16:39:33
1648,3132,2019-10-15 16:49:14
1649,3133,2019-10-15 16:57:49
1650,3140,2019-10-15 17:05:10
1651,8214,2019-10-15 17:07:06
1652,3141,2019-10-15 17:11:14
1653,8218,2019-10-15 17:11:37
1182,8708,2019-10-15 17:16:35
1654,8708,2019-10-15 17:16:35
1655,3142,2019-10-15 17:17:57
1656,8713,2019-10-15 17:22:35
1506,8434,2019-10-15 17:23:51
1657,8700,2019-10-15 17:24:32
1658,8700,2019-10-15 17:24:32
1659,8840,2019-10-15 17:35:22
1660,8342,2019-10-16 08:48:25
1661,8813,2019-10-16 08:59:36
1662,8814,2019-10-16 09:00:16
1663,8365,2019-10-16 09:03:50
1664,8369,2019-10-16 09:13:01
1665,4213,2019-10-16 09:36:08
1666,4239,2019-10-16 09:36:59
1667,8984,2019-10-16 09:39:42
1668,2171,2019-10-16 09:42:50
1669,9017,2019-10-16 09:51:39
1670,2149,2019-10-16 09:51:56
1671,2148,2019-10-16 09:54:06
1672,5624,2019-10-16 09:55:19
111,5624,2019-10-16 09:55:19
1673,5624,2019-10-16 09:55:19
1673,5627,2019-10-16 09:55:19
1674,5628,2019-10-16 09:55:19
1675,5631,2019-10-16 09:55:19
111,5632,2019-10-16 09:55:19
896,5666,2019-10-16 09:55:20
1676,5667,2019-10-16 09:55:20
1677,5667,2019-10-16 09:55:20
896,5718,2019-10-16 09:55:20
616,5719,2019-10-16 09:55:20
208,5720,2019-10-16 09:55:21
347,5721,2019-10-16 09:55:21
1678,5722,2019-10-16 09:55:21
1679,5722,2019-10-16 09:55:21
1679,5723,2019-10-16 09:55:21
1680,5775,2019-10-16 09:55:22
142,5778,2019-10-16 09:55:22
942,5813,2019-10-16 09:55:22
1681,5816,2019-10-16 09:55:22
559,5866,2019-10-16 09:55:23
559,5877,2019-10-16 09:55:23
1682,5881,2019-10-16 09:55:23
1683,5881,2019-10-16 09:55:23
1684,5905,2019-10-16 09:55:24
1202,5921,2019-10-16 09:55:24
1685,2150,2019-10-16 10:00:32
948,2151,2019-10-16 10:02:08
1686,8848,2019-10-16 10:04:04
1687,8847,2019-10-16 10:04:20
0,4333,2019-10-16 10:05:15
1688,4334,2019-10-16 10:10:00
1689,2157,2019-10-16 10:13:42
1690,8842,2019-10-16 10:14:17
1691,8842,2019-10-16 10:14:17
1692,4338,2019-10-16 10:16:06
1693,4339,2019-10-16 10:18:16
126,2158,2019-10-16 10:18:20
1694,636,2019-10-16 10:21:55
1695,4347,2019-10-16 10:29:40
1181,8366,2019-10-16 10:33:06
1696,6712,2019-10-16 10:33:32
1697,6712,2019-10-16 10:33:32
1164,6713,2019-10-16 10:33:43
1698,6639,2019-10-16 10:35:29
1699,6639,2019-10-16 10:35:29
664,6639,2019-10-16 10:35:29
1700,6639,2019-10-16 10:35:29
1033,6642,2019-10-16 10:36:31
1701,6642,2019-10-16 10:36:31
1322,6642,2019-10-16 10:36:31
282,637,2019-10-16 10:36:42
1702,2159,2019-10-16 10:37:05
1703,6710,2019-10-16 10:37:37
1704,6710,2019-10-16 10:37:37
1705,6710,2019-10-16 10:37:37
282,2160,2019-10-16 10:41:12
1706,2161,2019-10-16 10:41:44
191,2162,2019-10-16 10:43:08
1707,2144,2019-10-16 10:54:06
212,2153,2019-10-16 10:55:44
980,2156,2019-10-16 11:06:41
210,2156,2019-10-16 11:06:41
1708,654,2019-10-16 11:06:54
980,2166,2019-10-16 11:08:52
210,2166,2019-10-16 11:08:52
198,2169,2019-10-16 11:10:31
212,2169,2019-10-16 11:10:31
212,2165,2019-10-16 11:12:25
198,2165,2019-10-16 11:12:25
1709,662,2019-10-16 11:13:53
212,2167,2019-10-16 11:14:28
210,2167,2019-10-16 11:14:28
1710,2168,2019-10-16 11:15:40
1711,4403,2019-10-16 11:15:44
361,4401,2019-10-16 11:17:08
1712,663,2019-10-16 11:18:42
361,705,2019-10-16 11:30:34
1181,8461,2019-10-16 11:31:46
361,8461,2019-10-16 11:31:46
1181,8491,2019-10-16 11:32:38
1713,8491,2019-10-16 11:32:38
1714,4407,2019-10-16 11:33:37
211,2186,2019-10-16 11:34:28
1715,2186,2019-10-16 11:34:28
1716,2186,2019-10-16 11:34:28
1717,2187,2019-10-16 13:50:52
70,2187,2019-10-16 13:50:52
375,2188,2019-10-16 13:55:57
210,2190,2019-10-16 13:57:01
1718,706,2019-10-16 14:01:13
1719,4402,2019-10-16 14:07:30
605,719,2019-10-16 14:08:16
1720,2192,2019-10-16 14:08:22
238,2194,2019-10-16 14:10:59
211,2201,2019-10-16 14:12:53
211,2203,2019-10-16 14:16:25
1720,2207,2019-10-16 14:19:10
7,773,2019-10-16 14:19:57
1721,4408,2019-10-16 14:27:12
1722,775,2019-10-16 14:27:37
1720,2212,2019-10-16 14:37:25
1720,2209,2019-10-16 14:37:44
1720,2213,2019-10-16 14:39:14
1720,2214,2019-10-16 14:40:05
978,779,2019-10-16 14:40:50
1720,2215,2019-10-16 14:42:14
1708,5633,2019-10-16 14:42:30
1723,4404,2019-10-16 14:47:20
857,4416,2019-10-16 14:54:05
1724,4419,2019-10-16 14:56:42
1725,4417,2019-10-16 14:59:23
559,5774,2019-10-16 15:01:19
942,5814,2019-10-16 15:03:30
1726,5815,2019-10-16 15:03:43
1720,2217,2019-10-16 15:09:16
347,784,2019-10-16 15:09:18
252,805,2019-10-16 15:10:15
1720,2219,2019-10-16 15:11:05
1727,2220,2019-10-16 15:11:50
1728,5828,2019-10-16 15:12:04
1728,5829,2019-10-16 15:12:17
1728,5830,2019-10-16 15:12:29
1729,5831,2019-10-16 15:12:44
1730,5880,2019-10-16 15:13:52
1682,5879,2019-10-16 15:14:02
1684,5903,2019-10-16 15:15:13
1684,5904,2019-10-16 15:15:28
1202,5919,2019-10-16 15:16:08
1202,5920,2019-10-16 15:16:28
1731,5934,2019-10-16 15:17:09
1732,5934,2019-10-16 15:17:09
209,5934,2019-10-16 15:17:09
1733,878,2019-10-16 15:21:59
1734,879,2019-10-16 15:23:48
1735,4418,2019-10-16 15:24:07
96,4233,2019-10-16 15:25:17
1736,880,2019-10-16 15:25:26
1720,2262,2019-10-16 15:27:55
96,4234,2019-10-16 15:28:33
1720,2265,2019-10-16 15:28:50
1720,2266,2019-10-16 15:29:59
96,4235,2019-10-16 15:30:19
96,4236,2019-10-16 15:30:54
1737,4237,2019-10-16 15:32:27
1738,4424,2019-10-16 15:33:35
1739,979,2019-10-16 15:34:26
1740,982,2019-10-16 15:40:53
1741,536,2019-10-16 15:41:50
1742,2199,2019-10-16 15:42:46
1743,537,2019-10-16 15:43:39
1742,2204,2019-10-16 15:44:38
1744,538,2019-10-16 15:45:09
980,2200,2019-10-16 15:45:27
210,2200,2019-10-16 15:45:27
1745,1294,2019-10-16 15:46:42
1746,2202,2019-10-16 15:51:03
212,2208,2019-10-16 15:53:45
1747,2208,2019-10-16 15:53:45
1748,539,2019-10-16 15:54:01
361,4653,2019-10-16 15:54:21
1749,4654,2019-10-16 15:54:35
1750,4654,2019-10-16 15:54:35
211,2223,2019-10-16 15:55:01
1751,4655,2019-10-16 15:55:38
210,2211,2019-10-16 15:56:45
1752,4656,2019-10-16 16:02:00
1753,540,2019-10-16 16:02:04
1734,2350,2019-10-16 16:06:12
1727,2352,2019-10-16 16:07:32
1734,2345,2019-10-16 16:08:36
1754,4658,2019-10-16 16:16:13
1755,4838,2019-10-16 16:19:03
1756,2292,2019-10-16 16:21:23
252,2295,2019-10-16 16:22:00
1757,523,2019-10-16 16:22:00
1758,4846,2019-10-16 16:25:15
1759,4844,2019-10-16 16:26:19
1760,528,2019-10-16 16:29:22
1761,528,2019-10-16 16:29:22
1762,2311,2019-10-16 16:29:49
1763,2302,2019-10-16 16:30:28
74,8737,2019-10-16 16:30:33
549,8737,2019-10-16 16:30:33
1764,530,2019-10-16 16:34:34
1765,2241,2019-10-16 16:35:15
1766,2243,2019-10-16 16:35:57
261,2245,2019-10-16 16:36:51
261,2246,2019-10-16 16:37:31
126,2253,2019-10-16 16:38:01
1767,531,2019-10-16 16:39:04
1768,2362,2019-10-16 16:43:04
1769,547,2019-10-16 16:43:36
1768,2360,2019-10-16 16:44:08
1768,2356,2019-10-16 16:46:02
651,4659,2019-10-16 16:48:16
1770,2928,2019-10-16 16:48:40
1771,2928,2019-10-16 16:48:40
1772,2224,2019-10-16 16:58:03
1773,2225,2019-10-16 16:59:01
1774,4697,2019-10-16 17:00:00
128,4601,2019-10-16 17:01:02
1775,4601,2019-10-16 17:01:02
1776,4699,2019-10-16 17:01:04
128,4596,2019-10-16 17:01:38
1777,2228,2019-10-16 17:02:04
1778,4701,2019-10-16 17:02:18
1779,2227,2019-10-16 17:02:57
128,4603,2019-10-16 17:02:57
1780,4603,2019-10-16 17:02:57
1781,2226,2019-10-16 17:03:42
1043,4680,2019-10-16 17:06:16
1043,4681,2019-10-16 17:06:54
1782,4682,2019-10-16 17:07:27
1783,4683,2019-10-16 17:08:00
1784,4684,2019-10-16 17:10:58
1739,4685,2019-10-16 17:11:24
1043,4686,2019-10-16 17:11:51
1785,6354,2019-10-16 17:14:46
1786,551,2019-10-16 17:17:21
1787,551,2019-10-16 17:17:21
751,6315,2019-10-16 17:20:30
752,6315,2019-10-16 17:20:30
751,6316,2019-10-16 17:22:46
375,2222,2019-10-16 17:35:04
1679,5724,2019-10-16 17:46:01
142,5783,2019-10-16 17:49:16
1788,5865,2019-10-16 17:51:12
1789,5358,2019-10-16 21:13:08
1790,5343,2019-10-16 21:18:26
1791,548,2019-10-17 08:53:53
1792,3157,2019-10-17 08:55:14
1793,553,2019-10-17 08:56:28
1794,553,2019-10-17 08:56:28
1795,554,2019-10-17 08:57:53
1796,3156,2019-10-17 08:59:05
1797,3154,2019-10-17 09:01:13
1798,5352,2019-10-17 09:06:46
1799,3161,2019-10-17 09:11:38
1170,5353,2019-10-17 09:12:04
552,1178,2019-10-17 09:13:17
1800,3162,2019-10-17 09:16:28
1801,3163,2019-10-17 09:20:30
1802,5356,2019-10-17 09:25:07
1803,3164,2019-10-17 09:30:56
1804,3165,2019-10-17 09:33:32
1805,3167,2019-10-17 09:37:03
553,1179,2019-10-17 09:52:09
1806,3169,2019-10-17 09:55:43
1807,3172,2019-10-17 10:01:43
1808,3173,2019-10-17 10:05:53
554,1181,2019-10-17 10:07:04
1809,5341,2019-10-17 10:16:04
1810,3178,2019-10-17 10:21:50
1811,3179,2019-10-17 10:27:34
1812,3180,2019-10-17 10:35:42
555,1182,2019-10-17 10:40:15
1813,3181,2019-10-17 10:52:03
1814,3192,2019-10-17 10:56:50
1815,3204,2019-10-17 11:29:08
1816,3205,2019-10-17 11:32:22
1817,5508,2019-10-17 11:33:17
1818,3210,2019-10-17 13:49:33
1819,3211,2019-10-17 13:59:39
1820,3223,2019-10-17 14:04:38
1821,3224,2019-10-17 14:07:56
751,5917,2019-10-17 15:35:38
1557,10465,2019-10-17 15:58:20
1557,10463,2019-10-17 17:13:37
751,6317,2019-10-17 17:24:58
751,6319,2019-10-17 19:53:12
189,2702,2019-10-17 21:11:35
1822,8101,2019-10-18 09:21:42
1823,8103,2019-10-18 09:22:23
1824,8103,2019-10-18 09:22:23
1825,8745,2019-10-18 13:07:30
1557,10468,2019-10-18 15:12:54
1826,11132,2019-10-19 09:08:21
1827,11133,2019-10-19 09:08:44
1571,11137,2019-10-19 09:08:57
1571,11135,2019-10-19 09:09:10
1571,11138,2019-10-19 09:09:34
1571,11302,2019-10-19 09:09:49
1266,10466,2019-10-19 16:05:48
1828,10332,2019-10-21 14:20:33
1829,10358,2019-10-21 14:29:10
1830,10361,2019-10-21 14:30:42
1831,10670,2019-10-21 14:52:22
1832,11512,2019-10-22 10:35:25
1833,11261,2019-10-22 10:35:54
1718,11520,2019-10-22 10:38:36
1834,11519,2019-10-22 10:53:06
1835,11513,2019-10-22 13:49:53
1836,10148,2019-10-22 13:58:36
1182,11548,2019-10-22 14:16:23
1837,11548,2019-10-22 14:16:23
1838,10334,2019-10-22 15:10:49
1557,10471,2019-10-22 15:49:20
1557,10469,2019-10-22 15:49:37
693,4690,2019-10-22 17:51:14
1839,4689,2019-10-22 17:51:22
1840,4691,2019-10-22 17:52:10
297,4692,2019-10-22 17:58:29
1841,6866,2019-10-23 11:02:10
1842,6866,2019-10-23 11:02:10
1557,10470,2019-10-23 15:53:12
1843,8579,2019-10-24 08:47:51
60,8681,2019-10-24 08:49:06
1484,8580,2019-10-24 08:50:46
1844,8589,2019-10-24 08:57:06
1845,8589,2019-10-24 08:57:06
1846,6228,2019-10-24 15:36:25
1846,6229,2019-10-24 15:36:43
966,11599,2019-10-24 17:04:00
695,11606,2019-10-24 17:08:05
1847,3491,2019-10-25 10:20:07
227,3490,2019-10-25 10:21:15
1848,11579,2019-10-25 12:45:52
1849,10710,2019-10-25 14:53:55
1850,10982,2019-10-25 14:56:06
1851,10982,2019-10-25 14:56:06
358,10982,2019-10-25 14:56:06
1852,10982,2019-10-25 14:56:06
1853,11179,2019-10-25 15:06:00
1854,11179,2019-10-25 15:06:00
1855,11179,2019-10-25 15:06:00
1856,11576,2019-10-25 15:12:41
1857,11582,2019-10-25 15:13:20
1858,11583,2019-10-25 15:13:48
1484,8581,2019-10-26 19:35:59
1859,11687,2019-10-28 11:19:58
896,5665,2019-10-28 14:20:35
1860,5665,2019-10-28 14:20:35
1861,5664,2019-10-28 14:21:38
111,5630,2019-10-29 08:53:45
1571,11253,2019-10-29 09:01:00
968,7260,2019-10-29 10:18:10
1676,5668,2019-10-29 10:53:15
943,11672,2019-10-29 14:58:50
1862,11671,2019-10-29 14:59:50
128,11673,2019-10-29 15:02:12
1863,11673,2019-10-29 15:02:12
128,11674,2019-10-29 15:14:38
32,11674,2019-10-29 15:14:38
128,11689,2019-10-29 15:20:09
129,11669,2019-10-29 16:52:03
1864,11669,2019-10-29 16:52:03
1846,6227,2019-10-30 12:52:32
378,806,2019-10-31 08:56:43
1865,10632,2019-10-31 09:25:59
1866,11790,2019-10-31 15:58:56
1867,8138,2019-10-31 16:13:13
1519,8138,2019-10-31 16:13:13
1868,8146,2019-10-31 16:28:26
1869,8146,2019-10-31 16:28:26
1508,8154,2019-10-31 16:33:31
1509,8154,2019-10-31 16:33:31
1511,8154,2019-10-31 16:33:31
1510,8154,2019-10-31 16:33:31
1870,8178,2019-10-31 16:35:58
1871,8178,2019-10-31 16:35:58
1872,8178,2019-10-31 16:35:58
1421,8180,2019-10-31 16:36:50
1522,8210,2019-10-31 16:39:23
1873,8245,2019-10-31 16:40:39
1551,8286,2019-10-31 16:41:40
1386,11791,2019-11-01 10:45:28
1386,11792,2019-11-01 10:47:41
1874,11652,2019-11-04 11:57:34
1874,11662,2019-11-04 15:10:49
60,11662,2019-11-04 15:10:49
1491,7019,2019-11-04 15:12:27
1875,11703,2019-11-04 17:51:26
1876,3063,2019-11-04 18:02:13
1877,4497,2019-11-04 20:59:57
1874,11651,2019-11-05 16:35:01
60,11651,2019-11-05 16:35:01
1878,8548,2019-11-05 17:11:41
1879,6711,2019-11-05 17:34:08
1880,3129,2019-11-05 21:49:01
1881,3509,2019-11-06 10:04:17
1237,3522,2019-11-06 11:50:18
1882,3522,2019-11-06 11:50:18
1883,3522,2019-11-06 11:50:18
1884,140,2019-11-06 17:40:08
1885,141,2019-11-06 17:41:22
1886,142,2019-11-06 17:42:06
129,143,2019-11-06 17:42:33
368,143,2019-11-06 17:42:33
362,9267,2019-11-06 17:46:00
1100,8186,2019-11-07 09:59:17
1887,3940,2019-11-07 10:08:19
1888,3941,2019-11-07 10:10:12
1148,6252,2019-11-07 10:55:37
1889,6252,2019-11-07 10:55:37
1890,9376,2019-11-07 13:58:39
1276,7905,2019-11-07 15:57:17
1891,11688,2019-11-07 18:00:28
1892,8863,2019-11-07 23:17:45
1893,11775,2019-11-08 08:44:41
1894,11897,2019-11-10 17:37:34
361,11897,2019-11-10 17:37:34
1386,3477,2019-11-11 11:21:42
1895,2715,2019-11-11 11:30:03
1896,3200,2019-11-11 11:31:36
1897,8544,2019-11-11 14:53:59
1898,422,2019-11-11 16:00:02
1898,365,2019-11-11 16:00:31
