discuss_id,user_id,challenge_id,dis_id,parent_discuss_id,root_discuss_id,reply_discuss_id,content,praises_count,created_at
6161,52699,4236.0,1518.0,,,6162.0,垃圾题目,0,2018-12-08 20:50:50
6162,52699,4236.0,1518.0,6161.0,6161.0,,空格,0,2018-12-08 20:54:23
6163,52583,4417.0,1517.0,,,6424.0,"<span style=""color:#333333;background-color:#FFFFFF;"">这个网站真垃圾，MD一直超时</span>",4,2018-12-08 20:59:38
6164,52699,4424.0,1518.0,,,,破解被发现就完蛋了,0,2018-12-08 21:28:14
6166,52432,4407.0,1591.0,,,,这个大小写弄得我有点懵啊。。,0,2018-12-08 21:48:23
6167,52432,4409.0,1591.0,,,,很难的。,0,2018-12-08 21:50:05
6169,47718,2285.0,776.0,,,,"<p>
	负数排着咋变成0了
</p>",1,2018-12-08 23:23:57
6170,42412,3417.0,1150.0,,,6401.0,"为什么他说根本就没有file_1这个文件<img src=""/files/uploads/image/201812/5a630b73b78d.png"" title=""image"" alt=""image"" />",0,2018-12-08 23:41:40
6172,42578,498.0,178.0,,,8306.0,第二个图灵机的控制规则是什么？,0,2018-12-08 23:53:46
6173,48578,504.0,180.0,,,,最后一天啊,0,2018-12-09 08:34:33
6174,48578,302.0,78.0,,,6304.0,好难啊,2,2018-12-09 09:13:14
6176,45088,2729.0,897.0,,,6479.0,第四关测试集错误，请老师改一下？,0,2018-12-09 10:25:54
6177,41818,450.0,169.0,,,6320.0,老师，为什么先通过测评再看答案也要扣金币？,0,2018-12-09 10:57:50
6178,53297,4691.0,1657.0,,,6217.0,第三题的测试结果都能错……,0,2018-12-09 12:04:26
6179,43504,507.0,181.0,,,,滴，弱智卡~,2,2018-12-09 12:20:30
6180,44878,3551.0,1182.0,,,,"<p>
	第七关的效果都出来了，测试结果的第二问有错，真的看不出来
</p>
<p>
</p>",0,2018-12-09 12:56:01
6181,44878,3551.0,1182.0,,,,"<div>
	<img src=""file://C:\Users\MAIBENBEN\AppData\Roaming\Tencent\Users\2822251399\QQ\WinTemp\RichOle\M1B0%MQ%8}RI[ZFVIVA3%0O.png"" />
</div>",0,2018-12-09 12:57:01
6182,44878,3551.0,1182.0,,,8651.0,"<div>
	<img src=""file://C:\Users\MAIBENBEN\AppData\Roaming\Tencent\Users\2822251399\QQ\WinTemp\RichOle\M1B0%MQ%8}RI[ZFVIVA3%0O.png"" /><img src=""file://C:\Users\MAIBENBEN\AppData\Roaming\Tencent\Users\2822251399\QQ\WinTemp\RichOle\M1B0%MQ%8}RI[ZFVIVA3%0O.png"" />
</div>",2,2018-12-09 12:57:53
6183,44878,3551.0,1182.0,6182.0,6182.0,,![](/attachments/download/255544),0,2018-12-09 12:58:02
6184,41037,4672.0,1688.0,,,6213.0,"<p>
	cb上运行没问题，这上面就有问题是怎么回事那
</p>",1,2018-12-09 13:17:06
6189,52409,4409.0,1591.0,,,,注意格式,0,2018-12-09 15:12:28
6190,52409,4409.0,1591.0,,,,注意格式,0,2018-12-09 15:12:40
6191,52409,4407.0,1591.0,,,,注意格式,0,2018-12-09 15:12:50
6192,47225,4568.0,1651.0,,,6484.0,"<p>
	这题之前做过=-=
</p>",0,2018-12-09 15:48:54
6193,47225,4568.0,1651.0,,,,还得用longlong=-=,0,2018-12-09 15:53:32
6194,55813,4578.0,1651.0,,,,= =vc++6.0怎么破解这些长整形输出,0,2018-12-09 16:04:42
6195,42799,3417.0,1150.0,,,6400.0,尝试了半天但感觉文件好像根本没有打开，哪位大手子知道啥情况的,0,2018-12-09 17:33:14
6196,54150,2194.0,753.0,,,,"<p>
	shenmenpownagzhan
</p>",0,2018-12-09 18:49:26
6197,54150,2194.0,753.0,,,,明明写对了,0,2018-12-09 18:50:11
6198,40456,2445.0,809.0,,,,好嗨哦！,2,2018-12-09 19:09:17
6199,54885,2848.0,934.0,,,,准备上吊了,0,2018-12-09 19:21:31
6201,37844,3543.0,1180.0,,,,"<span class=""ml5 mr5 -text-danger"" style=""color:#FF6545;background-color:#111C24;"">0/1</span><span style=""color:#FF6545;background-color:#111C24;"">src/step2/Task.java:17: error: cannot find symbol<br />
InputStream fs=new FileInputStream(file);</span>",0,2018-12-09 19:57:06
6202,37844,3543.0,1180.0,,,10845.0,"<span class=""ml5 mr5 -text-danger"" style=""color:#FF6545;background-color:#111C24;"">0/1</span><span style=""color:#FF6545;background-color:#111C24;"">src/step2/Task.java:17: error: cannot find symbol<br />
InputStream fs=new FileInputStream(file);<br />
^这是不是文件写错了</span>",0,2018-12-09 19:58:15
6203,47722,2840.0,934.0,,,6210.0,"<div>
	public class Test {<br />
public static void main(String[] args) {<br />
//创建Dog对象<br />
//设置Dog对象的属性<br />
TestDog Dog=new TestDog();<br />
Dog.name=""五花肉"";<br />
 Dog.color=""棕色"";<br />
 Dog.kind=""阿拉斯加"";<br />
//输出小狗的属性<br />
System.out.println(""名字："" + Dog.name + ""，毛色：""+Dog.color + ""，品种："" + Dog.kind );<br />
Dog.xingwei1();<br />
 Dog.xingwei();<br />
//调用方法
</div>
<p>
	}<br />
}<br />
 class TestDog{<br />
 String name;<br />
 String color;<br />
 String kind;<br />
 void xingwei1(){<br />
 System.out.println(""啃骨头"");<br />
 }<br />
 void xingwei(){<br />
 System.out.println(""叼着骨头跑"");<br />
 }<br />
 <br />
 <br />
 }
</p>
<p>
	<br />
</p>
<p>
	为什么我这个在eclipse上可以使用在这就连输出都没有？？？？
</p>",0,2018-12-09 20:37:51
6208,52455,4236.0,1518.0,5699.0,5699.0,,同感,0,2018-12-09 23:00:52
6215,52271,2445.0,809.0,,,,"<p>
	一样的就是测试过不了
</p>",0,2018-12-10 08:53:57
6222,52287,4415.0,1517.0,,,,好难啊好难啊,2,2018-12-10 10:35:34
6223,52307,4419.0,1517.0,,,,怎么做啊,2,2018-12-10 10:35:44
6224,56165,4314.0,1552.0,,,6238.0,3,5,2018-12-10 10:47:49
6225,52438,4213.0,1504.0,,,,easy,0,2018-12-10 10:49:12
6226,52438,4238.0,1504.0,,,,注意输出就好,0,2018-12-10 10:49:44
6227,52438,4238.0,1504.0,,,,挺简单的,0,2018-12-10 10:50:28
6228,52438,4333.0,1515.0,,,,记得最后换行,0,2018-12-10 10:51:22
6229,52438,4339.0,1515.0,,,,最后有一个是以%.2lf输出,0,2018-12-10 10:52:35
6230,52438,4404.0,1516.0,,,,嵌套循环就可以了,0,2018-12-10 10:53:22
6231,52438,4409.0,1591.0,,,,我发现C语言的功能是真的强大呀！,0,2018-12-10 10:56:36
6232,50042,1294.0,236.0,,,,以后没事多看看评论，有惊喜。,16,2018-12-10 10:59:48
6233,55789,4213.0,1504.0,,,,"<span id=""hint"" style=""color:#999999;font-size:14px;"">""printf(Hello World)""说点什么</span>",1,2018-12-10 11:01:06
6234,52403,4697.0,1658.0,,,7205.0,"<p>
	haixiang
</p>",0,2018-12-10 11:04:36
6235,52403,4697.0,1658.0,,,,"<p>
	This
</p>",0,2018-12-10 11:05:37
6236,50834,2492.0,809.0,,,6252.0,"<p>
	<img src=""/files/uploads/image/201812/3ad3170adce6.png"" alt="""" />
</p>
<p>
	这是误导我吗？
</p>
<p>
	相同的要去掉
</p>
<p>
	为什么12要去掉
</p>
<p>
	脑壳痛
</p>",0,2018-12-10 11:10:43
6237,52315,4417.0,1517.0,,,,?????????,0,2018-12-10 11:11:40
6239,56099,4314.0,1552.0,,,,"<p>
	???
</p>",1,2018-12-10 11:25:52
6240,56165,4314.0,1552.0,,,6265.0,莫BB,2,2018-12-10 11:26:20
6241,52457,3462.0,1166.0,,,6273.0,为什么无法编辑THREADCLASSTWO类,0,2018-12-10 11:29:04
6242,52457,3462.0,1166.0,6241.0,6241.0,,只可以查看ThreadClassTwo类,0,2018-12-10 11:29:50
6243,52403,4562.0,1651.0,,,,"<p>
	很简单的，细心就好
</p>",0,2018-12-10 11:32:10
6244,52287,4416.0,1517.0,,,,鑫哥救救我,0,2018-12-10 11:32:55
6245,52403,4568.0,1651.0,5916.0,5916.0,,代码效率，清晰,0,2018-12-10 11:33:19
6246,52403,4603.0,1652.0,6107.0,6107.0,,en,0,2018-12-10 11:35:06
6247,52403,4601.0,1652.0,,,,"<p>
	还行
</p>",1,2018-12-10 11:35:40
6248,56164,4314.0,1552.0,6240.0,6240.0,,牛,0,2018-12-10 11:39:54
6249,56165,4314.0,1552.0,6240.0,6240.0,,滚,0,2018-12-10 11:41:33
6250,53113,4578.0,1651.0,,,6282.0,为啥前三个测试集都过了，后两个测试错误<br />,0,2018-12-10 11:57:36
6254,49728,3516.0,1177.0,,,7742.0,为什么不对,1,2018-12-10 14:22:02
6255,51702,2206.0,753.0,,,,"<p>
	这题有毒，在编译器上是对的到这就出错了
</p>",0,2018-12-10 14:38:55
6256,49731,365.0,137.0,,,6259.0,"<span><span>What should I do? and how need I do? However, I don't learn about it at all, it's really a terrible dream that make me feel scar and helpless ,even sick .May I should't option this major ,but I think I chosen it yet!<img src=""/files/uploads/image/201812/53ee61fd64e3.jpg"" title=""image"" alt=""image"" /> I""ll try my best to do well down. Fighting g g g g g g g g g g!</span></span>",13,2018-12-10 14:54:25
6257,47262,494.0,177.0,,,6372.0,答案都看不懂,1,2018-12-10 14:55:50
6259,49731,365.0,137.0,6256.0,6256.0,,这评论这么删除啊,0,2018-12-10 15:02:40
6260,47256,495.0,177.0,,,,suannihen,1,2018-12-10 15:26:13
6262,56153,4336.0,1552.0,,,,"<p>
	第四关呢 ？
</p>",1,2018-12-10 16:11:25
6264,56192,4314.0,1552.0,,,6271.0,"&lt;/p&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;script&gt;alert(""我就操了"");&lt;/script&gt;&lt;p&gt;",2,2018-12-10 16:40:53
6265,56231,4314.0,1552.0,6240.0,6240.0,,gkd,0,2018-12-10 16:41:32
6266,56192,4314.0,1552.0,,,,"&lt;/p&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;script&gt;alert(""NB"");&lt;/script&gt;&lt;div&gt;&lt;div&gt;&lt;div&gt;&lt;p&gt;",0,2018-12-10 16:43:51
6267,56231,4314.0,1552.0,6264.0,6264.0,,:cow::beer:,0,2018-12-10 16:44:11
6268,56192,4314.0,1552.0,,,,"6666&lt;/p&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;script&gt;alert(""NB"");&lt;/script&gt;",0,2018-12-10 16:46:55
6269,56192,4314.0,1552.0,,,,"6666&lt;/p&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;&lt;script&gt;alert(""NB"");&lt;/script&gt;&lt;p&gt;",0,2018-12-10 16:47:54
6270,49803,3516.0,1177.0,6254.0,6254.0,,我也很想知道啊,0,2018-12-10 16:57:52
6271,56235,4314.0,1552.0,6264.0,6264.0,,niubi,0,2018-12-10 16:58:01
6272,56242,4314.0,1552.0,,,,aaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0,2018-12-10 17:00:35
6273,52457,3462.0,1166.0,6241.0,6241.0,,OK，谢谢老师,0,2018-12-10 17:03:58
6274,56216,4314.0,1552.0,,,6276.0,"root@evassh-212574:/logs# vi /etc/mongod.conf<br />
root@evassh-212574:/logs# mongod -f /etc/mongod.conf<br />
2018-12-10T09:07:29.460+0000 I CONTROL [main] Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'<br />
root@evassh-212574:/logs#<br />",1,2018-12-10 17:08:11
6275,56221,4314.0,1552.0,,,,hhhh,1,2018-12-10 17:10:48
6278,56231,4314.0,1552.0,,,,wobunengdazishizhendehaonanshou,0,2018-12-10 17:25:15
6279,56255,4335.0,1552.0,,,6287.0,翟权牛b！！！,2,2018-12-10 17:29:52
6280,56215,4314.0,1552.0,,,6322.0,"2018-12-10T09:32:26.663+0000 I CONTROL [main] Automatically disabling TLS 1.0, toforce-enable TLS 1.0 specify --sslDisabledProtocols 'none'<br />
about to fork child process, waiting until server is ready for connections.<br />
forked process: 69<br />
<p>
	child process started successfully, parent exiting
</p>",0,2018-12-10 17:34:08
6281,56103,4314.0,1552.0,,,6323.0,"Error parsing INI config file: the options configuration file contains an invalid line 'mongod.conf'<br />
try 'mongod --help' for more information 求解决<br />",0,2018-12-10 17:43:47
6282,55813,4578.0,1651.0,6250.0,6250.0,,超过范围了 if过去把,0,2018-12-10 18:10:01
6283,56280,4211.0,1504.0,,,,第三关为什么不行，明明在编译器里面都行,1,2018-12-10 18:31:39
6284,52405,4416.0,1517.0,,,,"<p>
	不是很难
</p>",0,2018-12-10 18:53:57
6285,52405,4419.0,1517.0,,,,有点烦,0,2018-12-10 18:54:35
6286,42799,3417.0,1150.0,6195.0,6195.0,,哦，我知道了file_1这几个旁边不能加引号,0,2018-12-10 18:55:56
6287,56185,4335.0,1552.0,6279.0,6279.0,,叫大哥不要叫名字,0,2018-12-10 19:18:22
6288,52564,4578.0,1651.0,,,,注意变量范围,0,2018-12-10 19:33:26
6289,52419,4578.0,1651.0,,,,"<p>
	数值类型？？。。。
</p>",0,2018-12-10 19:34:18
6290,52665,4578.0,1651.0,,,,注意数的范围，long int 且%ld,0,2018-12-10 19:37:52
6291,52405,4578.0,1651.0,,,,为啥编译器上不对 这上面可以过,0,2018-12-10 19:42:58
6293,52406,4578.0,1651.0,,,,用Long型就OK了,0,2018-12-10 19:56:32
6294,52567,4562.0,1651.0,,,,"<p>
	忘记换行，难受，一头雾水。
</p>",0,2018-12-10 19:58:21
6295,52567,4578.0,1651.0,,,,"<p>
	斤斤计较的编译器
</p>",0,2018-12-10 19:59:18
6296,52714,4578.0,1651.0,,,,使用long函数,0,2018-12-10 20:07:20
6297,52419,4562.0,1651.0,,,,"<p>
	果然还是想不太通
</p>
<p>
	还是得理解
</p>",0,2018-12-10 20:17:14
6298,52640,4562.0,1651.0,,,6301.0,一直在转圈圈........,0,2018-12-10 20:20:22
6299,52405,4562.0,1651.0,,,,还是按自己的思路来吧,0,2018-12-10 20:22:44
6300,52406,4562.0,1651.0,,,,注意变量在循环中的初始化,0,2018-12-10 20:24:52
6301,52640,4562.0,1651.0,6298.0,6298.0,,谢谢alone同学,0,2018-12-10 20:27:19
6302,52564,4562.0,1651.0,,,,"<p>
	注意回文数的计算
</p>",0,2018-12-10 20:27:21
6303,52564,4566.0,1651.0,,,,注意for循环里的逻辑,0,2018-12-10 20:27:34
6304,48502,302.0,78.0,6174.0,6174.0,,废话,0,2018-12-10 20:28:15
6305,52699,4562.0,1651.0,,,,"<span style=""color:#333333;background-color:#FFFFFF;"">注意回文数的计算</span>",0,2018-12-10 20:28:53
6306,52668,4562.0,1651.0,,,,"<span id=""hint"" style=""color:#999999;font-size:14px;""><span style=""color:#333333;background-color:#FFFFFF;"">注意回文数的计算</span>说点什么</span>",0,2018-12-10 20:31:30
6307,52419,4566.0,1651.0,,,,"<p>
	结果的格式注意就OK
</p>",0,2018-12-10 20:34:39
6308,52687,4562.0,1651.0,,,,"<p>
	水
</p>",0,2018-12-10 20:35:40
6309,52406,4566.0,1651.0,,,,注意要用double型定义变量,0,2018-12-10 20:35:58
6310,52405,4566.0,1651.0,,,,注意精度,0,2018-12-10 20:41:11
6311,56175,4335.0,1552.0,,,,"<p>
	fan qi lei
</p>",0,2018-12-10 21:14:23
6312,55813,4603.0,1652.0,6107.0,6107.0,,en,0,2018-12-10 21:19:14
6313,52665,4562.0,1651.0,,,,算法最重要,0,2018-12-10 21:30:11
6315,52412,4569.0,1651.0,,,,我想知道这关要用什么定义才够，long double吗,0,2018-12-10 22:03:10
6317,45088,2729.0,897.0,6176.0,6176.0,,![](/attachments/download/257053),0,2018-12-10 22:35:27
6318,52407,4562.0,1651.0,,,,我用的笨办法，两个for。老师讲的那个我真没想到...,0,2018-12-10 23:37:41
6319,52407,4566.0,1651.0,,,,算法出错了，可以分子分母各定义函数，不过我没用，脑袋有点乱,0,2018-12-10 23:42:23
6320,41818,450.0,169.0,6177.0,6177.0,,嗯嗯,0,2018-12-11 07:57:31
6321,52476,4417.0,1517.0,,,,"<p>
	好难啊
</p>",0,2018-12-11 08:37:02
6324,42372,686.0,221.0,,,6325.0,"<br />
<img alt="""" src=""/files/uploads/image/201812/91ca0d195f90.png"" />标题是write方法，内容却是read方法，希望能改过来。<br />",0,2018-12-11 10:18:30
6326,49975,2852.0,934.0,,,6361.0,"<p>
	不能同时满足测试结果  怎么办  
</p>
<p>
	不满足所有的测试集就过不了关
</p>",0,2018-12-11 11:13:07
6327,49956,2489.0,809.0,3650.0,3650.0,,是不是发答案了,0,2018-12-11 11:21:07
6329,43095,698.0,221.0,,,6454.0,"<p>
	""分数不存在的用\代替""这个要求怎么实现啊？
</p>",0,2018-12-11 11:53:40
6330,52665,4566.0,1651.0,,,,数据类型的转换,0,2018-12-11 12:15:20
6332,47521,494.0,177.0,5915.0,5915.0,,社会社会,0,2018-12-11 15:24:55
6333,47230,592.0,206.0,,,6396.0,"<div>
	为啥测评后，测试集打不开？
</div>
<div>
	<br />
</div>",0,2018-12-11 16:42:59
6334,52351,4673.0,1654.0,,,6335.0,自己的答案在编译器里是对的不能过，买的答案是错的，牛逼！！！,8,2018-12-11 16:53:24
6336,56257,4314.0,1552.0,,,6449.0,"<img src=""/files/uploads/image/201812/0a1fadf500ff.png"" alt="""" />???",0,2018-12-11 16:55:24
6337,47347,594.0,207.0,1622.0,1622.0,,"嗯，加上就可以了，亲测有效:laughing:
#include <iostream>
using namespace std;",0,2018-12-11 17:56:57
6338,46006,4692.0,1657.0,,,6891.0,"<p>
	开放答案吧
</p>",0,2018-12-11 18:29:09
6339,55813,4603.0,1652.0,,,6346.0,有没有大佬教下我第四题= =,1,2018-12-11 19:02:19
6341,41779,697.0,221.0,,,6362.0,"<img src=""/files/uploads/image/201812/de5320bdb676.png"" alt="""" />为什么",0,2018-12-11 19:22:23
6342,56241,4336.0,1552.0,,,,"<p>
	翟权男神，需要联系方式的私聊我
</p>",0,2018-12-11 19:24:10
6343,48758,506.0,181.0,3749.0,3749.0,,强,0,2018-12-11 19:31:18
6344,48839,507.0,181.0,,,,为什么可以这么难,1,2018-12-11 19:39:29
6345,48839,507.0,181.0,6046.0,6046.0,,大佬,0,2018-12-11 19:39:39
6346,55813,4603.0,1652.0,6339.0,6339.0,,return 错了= =,0,2018-12-11 19:42:21
6350,52727,4692.0,1657.0,6338.0,6338.0,,第二个测试集真不知道什么情况,0,2018-12-11 20:21:57
6351,42746,3413.0,1150.0,,,,"<p>
	如何调用一段范围里的函数值？
</p>",0,2018-12-11 20:25:05
6353,42986,697.0,221.0,6341.0,6341.0,,我和你一样的错误，但是的确是80和39,0,2018-12-11 20:33:33
6362,42680,697.0,221.0,6341.0,6341.0,,把列表倒置一下就可以了,0,2018-12-11 20:52:20
6363,42746,3417.0,1150.0,,,,"<p>
	测试集里出现了&lt;built-in method read of _io.TextIOWrapper object at 0x7fe16fd48b40&gt;是什么意思？<br />
</p>",0,2018-12-11 20:53:38
6365,42824,1014.0,352.0,4805.0,4805.0,,咋做呀,0,2018-12-11 21:07:20
6366,42318,569.0,196.0,,,,有意思,1,2018-12-11 21:08:24
6367,50909,429.0,155.0,,,6397.0,老师，这道题目感觉给的目录不太对，请老师核查！谢谢老师！,0,2018-12-11 21:10:10
6370,41832,698.0,221.0,,,,永远都是结果错误555,0,2018-12-11 21:24:21
6371,41832,698.0,221.0,6329.0,6329.0,,感觉不用管吧，原网页就是\,0,2018-12-11 21:25:11
6372,41821,494.0,177.0,6257.0,6257.0,,根据书上的先研究,0,2018-12-11 21:29:36
6373,43563,507.0,181.0,,,,辣鸡题目，毁我头发,5,2018-12-11 21:29:58
6374,52457,3481.0,1168.0,,,,"<img title=""image"" alt=""image"" src=""/files/uploads/image/201812/70b02e36d43d.png"" />有没有哪位好心人能帮我解释一下这两个<span class=""pln"" style=""color:#000000;font-family:&amp;font-size:13px;font-style:normal;font-weight:400;text-decoration:none;""></span><span class=""kwd"" style=""color:#000088;font-family:&amp;font-size:13px;font-style:normal;font-weight:400;text-decoration:none;"">synchronized的作用。有点搞不清楚两个连一起使用的作用是什么？</span>",0,2018-12-11 21:33:59
6377,41863,304.0,120.0,,,,不会做啊 555555555555,3,2018-12-11 21:39:37
6378,52465,4417.0,1517.0,5418.0,5418.0,,+1,0,2018-12-11 21:40:45
6379,52465,4417.0,1517.0,5280.0,5280.0,,EOF啥意思,0,2018-12-11 21:42:28
6380,42466,686.0,221.0,,,6391.0,"<p>
	二进制写入怎么弄啊
</p>",0,2018-12-11 21:48:33
6382,41810,698.0,221.0,,,,"<img title=""image"" alt=""image"" src=""/files/uploads/image/201812/e3741425cbfc.PNG"" />这个怎么解决啊？<br />",0,2018-12-11 22:02:57
6383,53247,4692.0,1657.0,,,,第四关测试集1怕是有点问题吧,0,2018-12-11 22:05:16
6384,55293,4558.0,1642.0,,,,优秀,0,2018-12-11 22:13:43
6385,52665,4418.0,1517.0,,,,简单,0,2018-12-11 22:16:54
6386,52465,4233.0,1518.0,,,,为什么不可以if结构,0,2018-12-11 22:37:27
6387,52582,4418.0,1517.0,,,,纯属靠水,0,2018-12-11 22:59:50
6388,52582,4417.0,1517.0,,,,"<p>
	静下心来慢慢做
</p>",0,2018-12-11 23:00:22
6389,52582,4418.0,1517.0,,,,注意点,0,2018-12-11 23:00:47
6390,52405,4417.0,1517.0,,,6428.0,为什么评测超时,0,2018-12-11 23:02:21
6391,42526,686.0,221.0,6380.0,6380.0,,'wb',0,2018-12-11 23:09:16
6392,51879,2233.0,763.0,,,6495.0,这第五关和第四关一样的啊。。。。头文件和main文件一毛一样,2,2018-12-11 23:15:05
6394,40391,2489.0,809.0,,,6398.0,"package step4;<br />
<br />
import java.util.Arrays;<br />
import java.util.Scanner;<br />
<br />
public class HelloWorld {<br />
<br />
<br />
public static void main(String[] args) {<br />
Scanner sc = new Scanner(System.in);<br />
//动态创建数组<br />
int[] arr = new int[sc.nextInt()];<br />
for(int i = 0 ; i&lt; arr.length ; i++){<br />
arr[i] = sc.nextInt();<br />
}<br />
/********** Begin **********/<br />
for(int j=0;j&lt;arr.length-1;j++){<br />
      for(int i=j;i&lt;arr.length-1;i++){<br />
        if(arr[j]&lt;arr[i+1]){<br />
          int temp=arr[j];<br />
          arr[j]=arr[i+1];<br />
          arr[i+1]=temp;<br />
        }<br />
      }<br />
    }<br />
    System.out.println(Arrays.toString(arr));<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
/********** End **********/<br />
}<br />
}<br />",3,2018-12-12 08:27:44
6395,40380,2489.0,809.0,6394.0,6394.0,,这么强大的吗,0,2018-12-12 08:35:26
6398,40387,2489.0,809.0,6394.0,6394.0,,666666,0,2018-12-12 09:09:21
6399,40423,3385.0,1142.0,,,,老师，整型变量怎么与字符串进行比较。,2,2018-12-12 09:11:21
6400,34945,3417.0,1150.0,6195.0,6195.0,,请理解函数的形式结构，及参数列表,0,2018-12-12 10:27:46
6401,34945,3417.0,1150.0,6170.0,6170.0,,请理解函数的形式结构，及参数列表,0,2018-12-12 10:28:15
6402,34945,3411.0,1150.0,6097.0,6097.0,,请理解python面向对象编程,0,2018-12-12 10:28:39
6403,34945,3417.0,1150.0,6000.0,6000.0,,恭喜你！,0,2018-12-12 10:28:49
6404,34945,3413.0,1150.0,5316.0,5316.0,,可以查阅之前的素数判断实训,0,2018-12-12 10:29:23
6405,34945,3411.0,1150.0,5080.0,5080.0,,请仔细检查代码及思路,0,2018-12-12 10:29:53
6406,52791,4568.0,1651.0,,,,头都写烂了,0,2018-12-12 10:49:35
6409,45482,4693.0,1685.0,,,6440.0,"<img src=""/files/uploads/image/201812/070565c436fb.png"" title=""image"" alt=""image"" />代码没有错，但是不知道为什么 第二次查询 同样的结果输出了两次。",2,2018-12-12 12:33:53
6411,46568,494.0,177.0,,,,"<p>
	懵逼树上懵逼果，懵逼树下你和我
</p>",5,2018-12-12 14:14:45
6412,46559,494.0,177.0,,,6827.0,一脸懵逼,1,2018-12-12 14:15:25
6414,46571,494.0,177.0,,,6477.0,"<p>
	不会做，参照答案学习过后再做过不了，直接复制答案还过不了？实际输出一片空白
</p>",0,2018-12-12 14:44:48
6415,40456,2388.0,774.0,,,,"<p>
	都是大佬
</p>",1,2018-12-12 15:50:07
6416,56231,4298.0,1547.0,,,,"<p>
	也太难了吧
</p>
<p>
	兄弟
</p>
<p>
	心态崩了
</p>",3,2018-12-12 16:23:40
6419,56199,4299.0,1547.0,,,,"db.t_stu.insert([{_id:1,name:""小明"",sex:""男"",hobbies:[""乒乓球"",""羽毛球""]},{_id:2,<br />
name:""小红"",sex:""女"",hobbies:[""画画"",""唱歌""]}])<br />",0,2018-12-12 16:58:18
6420,56255,4300.0,1547.0,,,6430.0,翟权你到不了这里,0,2018-12-12 17:30:20
6421,56218,4300.0,1547.0,,,6472.0,查找年龄小于20岁的男生的操作结果有错误,0,2018-12-12 17:31:32
6422,52373,4417.0,1517.0,6390.0,6390.0,,你知道为什么了没？,0,2018-12-12 17:35:03
6423,56214,4434.0,1547.0,,,,#********* End *********#,0,2018-12-12 17:36:16
6424,52373,4417.0,1517.0,6163.0,6163.0,,问题出在哪儿？,0,2018-12-12 17:36:21
6425,56214,4434.0,1547.0,,,,"<div>
	#********* Begin *********#
</div>
<div>
	echo ""
</div>
<div>
	document=([{_id:1,name:'西西',sex:'女' ,age:23,national:'汉族'},{_id:2,name:'东东' ,sex:'男' ,age:20,national:'苗族'},{_id:3,name:'北北',sex:'男',age:19,national:'汉族'},{_id:4,name:'南南',sex:'女',age:15,national:'傣族'}]);
</div>
<div>
	db.stu1.insert(document);
</div>
<div>
	db.stu2.insert(document);
</div>
<div>
	db.stu1.find({'age':{\$gte:15},'sex':'女'});
</div>
<div>
	db.stu1.find({'national':'苗族'});db.stu1.find({'age':{\$lt:20},'sex':'男'});
</div>
<div>
	db.stu2.remove({});
</div>
<div>
	<br />
</div>
<div>
	""
</div>
<div>
	#********* End *********#
</div>",0,2018-12-12 17:36:35
6426,52373,4417.0,1517.0,,,,"<p>
	超时问题出在哪？
</p>",0,2018-12-12 17:37:47
