course_id,name,description,visits,created_at,learning_notes,publish_time
158,大数据类开放在线实践课程,"当前以进入大数据时代，大数据已经成为众多企业乃至国家的重要发展战略。学习和掌握大数据相关核心技术，发现和挖掘大数据蕴含的巨大价值，已成为我们面临的迫切需求。

本实训路径将带领你从基础到实战，学习大数据领域的核心技术，从数据获取的基础知识，到数据分析的核心知识，再到大数据分析常用工具，以及目前最热门的大数据处理系统和集群系统，循序渐进，层层深入，帮助你掌握核心知识，锻炼逻辑思维，提升大数据项目开发能力。

学习完本套课程，你将从零基础的小白成长为一位能承担大数据项目的工程师。开启你的成长之旅吧！",122994,2019-01-08 10:29:04,本教程涵盖大数据相关的基础编程语言、数据分析工具和数据处理框架等，建议按照实训路径循序渐进的学习和实战。,2019-05-30 09:23:11
159,Python程序设计-内部测试,"Python是一种面向对象的解释型计算机程序设计语言，因其简洁性、易读性、可扩展性、丰富和强大的功能库等，成为最受欢迎的程序设计语言之一。Python能够与其他语言（如C/C++、Matlab等）轻松集成，并且其本身也是开源软件，在学术界和产业界得到极其广泛的应用。随着人工智能的爆发，Python基本已经坐稳AI时代头牌编程语言。

本实训套件包含了一系列Python实训项目，为学习者规划了一条简单快捷的Python学习路径，以完成任务通过关卡的方式，带领您轻松愉快的学习和掌握Python语言的基础知识和编程精髓。",9,2019-01-08 14:18:43,"Python具有简单、易读等特性，适合初识编程的同学们。本实训课程是Python入门实训，可配套《Python语言程序设计》等同类课程，对同学们的计算机和编程基础没有过多的特殊要求，支持“零基础”Python编程学习与实训。

本实训将一步一步带领大家轻松愉快的学习Python语言，让您掌握领域计算、科学计算，乃至人工智能计算的钥匙！

<center>
<img src =""/attachments/download/458892"" width=""150"" height=""""><br>
优惠报名，扫码入群
</center>

",
161,旅游网站大数据分析系统项目实战,"本课程从网络爬虫入手，获取旅游网站数据，结合Hadoop、HBase核心技术搭建一个旅游大数据的分析系统。
我们会通过几个步骤来实现一个大数据实战项目：
1. 数据获取；
2. 数据清洗；
3. 数据存储；
4. 数据分析；
5. 数据可视化；
6. 数据挖掘。


",6671,2019-01-13 16:06:59,需要学员具备Java编程基础、Linux系统使用基础。,2019-03-14 16:03:51
165,C语言程序设计（邵阳学院）,  本课程的教学目的是向学生介绍计算机程序设计的基本知识，使学生掌握C语言的基本内容及程序设计的基本方法与编程技巧，并通过基本的编程训练，培养大学生的计算机应用能力、逻辑思维能力、实践能力和创新能力，培养学生应用计算机解决和处理实际问题的思维方法与基本能力，为进一步学习和应用计算机打下基础。,36367,2019-02-01 10:31:41,适合零编程基础学员。,2019-02-12 14:23:06
180,C语言程序设计（湖南师范大学）,本课程的教学目的是向学生介绍计算机程序设计的基本知识，使学生掌握C语言的基本内容及程序设计的基本方法与编程技巧，并通过基本的编程训练，培养大学生的计算机应用能力、逻辑思维能力、实践能力和创新能力，培养学生应用计算机解决和处理实际问题的思维方法与基本能力，为进一步学习和应用计算机打下基础。,2,2019-03-01 09:30:03,适合会C语言基础编程的学员。,
183,Hive从入门到精通,"本实训路径将带领你从 Hive 零基础到全面掌握 Hive 的核心知识：环境搭建基本shell操作、DDL、DML等，带你完成 Hive 的入门。

还等什么呢？赶紧开始挑战吧！！",5500,2019-03-04 10:16:47,Hive 建立在已有 Hadoop 环境的基础上，需要学员具备一定的 Linux 系统使用基础。,2019-06-10 10:32:00
184,汇编语言程序设计（实验）,汇编语言（`assembly language`）是一种用于电子计算机、微处理器、微控制器或其他可编程器件的低级语言，亦称为符号语言。在汇编语言中，用助记符（`Mnemonics`）代替机器指令的操作码，用地址符号（`Symbol`）或标号（`Label`）代替指令或操作数的地址。在不同的设备中，汇编语言对应着不同的机器语言指令集，通过汇编过程转换成机器指令。普遍地说，特定的汇编语言和特定的机器语言指令集是一一对应的，不同平台之间不可直接移植。,2151,2019-03-04 15:46:04,代码运行平台为 Linux。,2019-03-14 16:03:52
190,编译原理课程实践,"编译原理是一门理论性、技术性、实践性很强的课程，理论和实践相结合是课程的重要特色。本实验课程旨在通过一组实训攻关，达到下列目标：	
1.	通过动手实践，使学生理解编译的基本过运用各个编译阶段的功能，能够利用LEX(FLEX)、JavaCC和YACC(BISON)等经典工具，设计并实现给定语言的词法分析、语法分析、语义分析等功能。
2.	通过分析和修改PL语言的编译程序和解释程序，获得综合利用编译程序设计的知识进行分析、设计、实现和维护编译程序的能力。
3.	通过课程实验，提高利用理论知识和自动化工具解决复杂问题的能力，加强从语言翻译和表示变换的角度对计算的理解。
",9841,2019-03-11 12:43:14,"本课程安排了4个实训作业，其中3个是完成编译工具的单元实验，包括：
1.用LEX(FLEX)生成PL语言的词法分析器
2.用JAVACC生成并扩充C语言的语法分析器
3.YACC(BISON)工具的使用

第4个实训“PL语言编译器”是综合实验，要求同学们分析PL语言的编译程序和解释程序，然后实现对PL语言的扩充。",2019-04-15 14:30:13
194,机器学习---原理与实践,"机器学习(Machine Learning)是一门多领域交叉学科，涉及概率论、统计学、最优化、算法复杂度理论等多个学科方向。专门研究如何借助计算机模拟实现人类的学习行为，以获取新的知识或技能，或者更好地组织已有的知识结构。机器学习是人工智能的核心，是使计算机具有智能的根本途径之一，其应用遍及人工智能的各个领域。

本实训课程包含了一系列机器学习实训内容，按照深入浅出算法原理，使用框架实战演练的思路，给各位学习者设计了一门清晰的从入门到精通的机器学习学习路径，助你轻松地掌握常见的机器学习算法的思想，为以后人工智能的学习打好基础。

",15135,2019-03-13 10:05:52,"**适用对象：**
本课程作为人工智能专业方向的核心课程，主要介绍经典机器学习算法，主要包括广义线性模型、常用分类与聚类算法、集成学习算法以及降维算法等。学习本课程需要有一定的 Python 编程基础，NumPy 和 Pandas 等模块也需要有一定的了解，适合具有一定高数、线代、概率论与统计学知识和编程基础的学员。

**考核方式：**
本课程采用“原理讲解+在线实践”的创新模式，将理论讲解和案例介绍嵌入在线实训中，每一讲都围绕具体问题和案例展开。在考核方式上，贯穿于整个教学活动的不同环节采用以实训任务为主，平台提供自动化评测机制，通过测试即可获得相应的分值。

**预期目标：**
学生在完成本课程的学习后将能够掌握以下能力

- 认识机器学习的基本内涵，掌握机器学习的一般流程；
- 掌握常用机器学习算法的基本原理和核心实现；
- 具备基于机器学习算法解决具体问题的基本能力。

**参考教材：**
机器学习. 周志华 著. 清华大学出版社。",2019-04-07 21:25:32
196,移动云启 —— C语言精品课堂,"`C`语言是一种用途广泛、功能强大、使用灵活的过程性编程语言，既可用于编写应用软件，又能用于编写系统软件。

`C` 语言有以下一些主要特点：
1）语言简洁，紧凑，使用方便，灵活。
2）运算符丰富。
3）数据类型丰富。
4）具有结构化的控制语句。
5）语法限制不太严格，程序设计自由度大。
6）`C` 语言允许直接访问物理地址，能进行位（`bit`）操作，能实现汇编语言的大部分功能，可以直接对硬件进行操作。
7）用 `C` 语言编写的程序可移植性好。
8）生成目标代码质量高，程序执行效率高。
由于具有上述优点，`C` 语言应用领域十分广泛，包括系统软件、游戏、网络软件、分布式系统、嵌入式系统等等。

本实训系列的目标是引导学习者掌握 `C` 语言，并具备使用它们进行问题求解的能力，为以后更进一步的学习、研究打好基础。",39473,2019-03-14 16:10:33,"本实训课程适用于《`C`程序设计》或同类课程，支持“零基础”的同学自主学习`C`语言，对同学们的计算机和编程基础没有特殊要求。
本课程采用的教材为**谭浩强**老师主编的**《C语言程序设计》第四版。**",2019-03-22 16:16:12
197,移动云启 —— C++精品课堂,"C 和 C++ 是历史最悠久、最受欢迎的程序设计语言。C++ 是 C 语言的面向对象扩展，是 C 语言的超集。除了面向对象编程等 C++ 特性之外，两种语言基本上是一致的。C 和 C++ 应用领域非常广泛，包括系统软件、游戏、网络软件、分布式系统、嵌入式系统等等。

目前国际、国内或者各知名 IT 企业组织的程序设计竞赛大多使用 C 和 C++ 语言，如 ACM/ICPC、Google 的 GCJ、Facebook 的 HackerRank、TopCoder、百度之星等，获得好的成绩相当于获得进入这些知名企业的通行证。

本课程的目标是引导学习者掌握 C++ 语言，并具备使用它们进行问题求解的能力，为求职或更进一步的学习、研究打好基础。
",10044,2019-03-14 17:51:56,本课程既适合 C++ 程序员参考和巩固，也适合 C++ 初学者，如高校学生、软件开发培训学员及相关求职人员学习和练习。,2019-03-22 16:16:19
198,移动云启 —— Python精品课程,"Python 是一种面向对象的解释型计算机程序设计语言，其简洁性、易读性、可扩展性、丰富和强大的功能库等使其非常受欢迎，相比 C/C++ 和 Java 而言，Python 代码非常的精简，正如下图漫画所示：

![](/api/attachments/568800)

**注：漫画《口渴的 Python 开发者》，形容了 Python 开发者是多么轻松，来自 Pycot 网站**

Python 能够与其他语言（如 C/C++、Matlab 等）轻松集成，并且其本身也是开源软件，在学术界和产业界得到极其广泛的应用。随着人工智能的爆发，Python 基本已经坐稳 AI 时代头牌编程语言。

本实训套件包含了一系列 Python 实训项目，为学习者规划了一条简单快捷的 Python 学习路径，以完成任务通过关卡的方式，带领您轻松愉快的学习和掌握 Python 语言的基础知识和编程精髓。",69697,2019-03-15 09:47:33,本实训路径适合所有零基础的小伙伴。,2019-03-21 16:36:33
201,移动云启 —— java面向对象," Java 是一门功能强大的面向对象编程语言，它摒弃了 C++ 语言中难以理解的多继承、指针等概念，保留了面向对象本该拥有的优雅性和稳健性。在经历了`20`多年的发展与成长之后，如今 Java 已被广泛应用于移动及桌面应用程序、`Web`应用程序、分布式系统和嵌入式系统应用程序等各个领域的软件开发中。

本实训套件融合了多部 Java 相关的经典教材，可以满足 Java 语言程序设计、面向对象程序设计等一系列计算机类基础教学活动。使得学习者在课堂学习之余，检验并提升自己的实际动手能力。",36666,2019-03-15 17:38:58,"本实训课程适用于初识编程的同学们，可配套《Java语言程序设计》、《面向对象程序设计》等同类课程，支持 Java 编程学习与实训，学习本门课程之前，需要学员具备 Java 基础。
",2019-03-22 22:53:00
202,移动云启-前端精品课,"前端开发是创建`Web`页面或`app`等前端界面呈现给用户的过程，通过`HTML`，`CSS`及`JavaScript`以及衍生出来的各种技术、框架、解决方案，来实现互联网产品的用户界面交互。它从网页制作演变而来，名称上有很明显的时代特征。在互联网的演化进程中，网页制作是`Web1.0`时代的产物，早期网站主要内容都是静态，以图片和文字为主，用户使用网站的行为也以浏览为主。随着互联网技术的发展和`HTML5`、`CSS3`的应用，现代网页更加美观，交互效果显著，功能更加强大。

本实训将主要介绍`HTML5`、`CSS3`、`JavaScript`、`JQuery`的使用。",56497,2019-03-15 18:14:44,本实训课程适合所有想学习前端课程的同学。,2019-03-21 15:57:25
203,移动云启 —— SQLite3数据库精品课堂,"`SQLite`是一个开源的、嵌入式关系型数据库引擎。最早的版本发布于2000年，目前最新的版本为`Version 3.22.0`。`SQLite`具有自给自足、无服务器、零配置、事务等特性，在便携性、易用性、可靠性等方面表现突出，已经成为了世界上最广泛部署的`SQL`数据库引擎。

`SQLite3`主要应用于嵌入式系统、移动设备中（比如安卓系统）。如果你需要在嵌入式系统上管理大量结构化数据，那么来学习`SQLite3`是明智的选择。

本课程涵盖了所有`SQLite3`常用的操作和语法，对于每一个知识点都将从理论到实践全面地展开，相信你一定能够深入浅出地掌握`SQLite3`的相关知识。
",2,2019-03-15 18:49:15,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,
204,Spark大数据入门与实践,本实训路径以任务为导向，较为全面地介绍了Spark大数据技术的相关知识。具体内容包括Spark概述；SparkRDD编程；Spark编程进阶；Spark SQL：结构化数据文件处理；Spark Streaming：实时计算框架：功能强大的算法库；项目案例：餐饮平台菜品智能推荐。通过练习和操作实践，帮助你巩固所学的内容。,6163,2019-03-16 15:08:46,需要学员具备一定的Scala编程基础与Linux的基础。,2019-04-29 17:00:10
209,共享单车大数据分析系统项目实战,"本课程我们将提供共享单车的数据，结合`Hadoop`、`HBase`核心技术搭建一个共享单车大数据的分析系统。
我们会通过几个步骤来实现一个大数据实战项目：

1. 数据存储；
2. 数据分析；
3. 数据可视化。",4982,2019-03-20 15:25:43,需要学员具备`Java`基础、`Hbase`使用基础。,2019-04-07 21:25:29
210,test,1,79,2019-03-21 13:46:07,1,
211,移动云启 —— C语言练习题库,"C语言是国内外广泛使用的计算机语言。许多高校都开设了“C语言程序设计”课程。
本课程是基于 C 语言的基础练习题目，课程内容包含配套试题，针对性强，不仅仅可以提高你的C 语言编程技能，还可以训练你的逻辑思维，课程内容循序渐进，通过实践来练习C语言基础，还等什么呢，赶快开始吧！",144149,2019-03-21 15:16:45,本课程适合所有零基础的学员。,2019-03-22 16:16:16
212,移动云启 —— Hadoop 大数据基础,"本实训课程，从 Hadoop 起源开始讲述，介绍了 Hadoop 的安装和配置，并对 Hadoop 的组件分别进行了介绍，包括 HDFS 分布式存储系统MapReduce 计算框架等知识，最后对 Hadoop 实时数据处理技术作了简单介绍。
学习完整个实训路径你能掌握大数据在实际项目中的运用以及大数据项目木的开发。",3980,2019-03-21 15:30:04,学习本课程需要你掌握任意一种编程语言与Linux系统的基本操作。,2019-03-21 16:36:31
213,移动云启 —— 基于大数据的企业岗位需求决策,"本课程从网络爬虫入手，获取招聘网站数据，结合 `Hadoop`、`mysql`、`Springboot`、`Echarts` 核心技术搭建一个大数据企业岗位需求的分析系统。
我们会通过几个步骤来实现一个大数据实战项目：

1. 数据采集；
2. 数据清洗；
3. 数据可视化。",885,2019-03-21 15:56:20,需要学员具备一定 Java基础 、 数据库基础,2019-03-21 16:36:29
214,移动云启 —— HBase从入门到实战,"本实训路径将带领你从HBase零基础到全面掌握HBase的核心知识：环境搭建、伪分布式部署、完全分布式部署、基本shell操作、Java操作HBase数据库、等，带你全面的了解HBase的整个体系。
还等什么呢？赶紧开始挑战吧！！",4854,2019-03-21 15:59:07,需要学员具备一定的Java编程基础以及Hadoop框架的基础。,2019-03-21 16:36:58
215,移动云启 —— MySQL数据库精品课堂,"`MySQL`是最流行的关系型数据库管理系统，在`WEB`应用方面`MySQL`是最好的`RDBMS(Relational Database Management System：关系数据库管理系统)`应用软件之一。

`MySQL`是一个关系型数据库管理系统，由瑞典`MySQL AB`公司开发，目前属于`Oracle`公司。`MySQL`是一种关联数据库管理系统，关联数据库将数据保存在不同的表中，而不是将所有数据放在一个大仓库内，这样就增加了速度并提高了灵活性。

在本课程中，会让大家快速掌握`MySQL`的基本知识，并轻松使用`MySQL` 数据库。",13245,2019-03-21 16:03:08,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2019-03-22 17:38:21
216,移动云启 —— Hive 快速入门,"Hive是一个数据仓库基础工具在Hadoop中用来处理结构化数据。它架构在Hadoop之上，总归为大数据，并使得查询和分析方便。并提供简单的sql查询功能，
本实训通过介绍 MySQL的安装、 Hive 的安装与Hive常用指令的应用，帮助开发者快速掌握 Hive 的基本功能。",3183,2019-03-21 16:18:54,Hive 建立在已有 Hadoop 环境的基础上，学习本门课程需要你具备Linux和Hadoop的基础。,2019-03-21 16:36:27
217,移动云启 —— SQLServer数据库精品课堂,"`SQL Server`是一个**关系数据库管理系统**，是一个可扩展的、高性能的、为分布式客户机/服务器计算所设计的数据库管理系统，实现了与`WindowsNT`的有机结合，提供了基于事务的企业级信息管理系统方案。

`SQL Server`还提供数据仓库功能，这个功能只在`Oracle`和其他更昂贵的`DBMS`中才有。

在本课程中，会让大家快速掌握`SQL Server`的基本知识，并轻松使用`SQL Server` 数据库。",6430,2019-03-21 16:37:57,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2019-03-22 17:38:23
218,移动云启 —— C++练习题库,"该路径为C++实训练习手册，对应C++各个章节的实战练习，汇集了C++开发从基础知识到应用各个层面的大量实训，每个实训按照，任务说明、相关知识、编程要求、测试说明的顺序，帮助你更好的完成实训。
本题库覆盖了C++学习过程中大部分的练习题，从基础练习开始循序渐进，层层深入，帮助你巩固知识，锻炼逻辑思维，提升编程能力。",14398,2019-03-21 16:41:35,本课程适合已有 C++ 语言基础的学员。,2019-03-22 16:16:14
219,移动云启 —— MongoDB数据库精品课程,"`MongoDB` 是一个基于分布式文件存储的数据库。由 `C++` 语言编写。旨在为 `WEB` 应用提供可扩展的高性能数据存储解决方案。

`MongoDB` 是一个介于关系数据库和非关系数据库之间的产品，是非关系数据库中功能最为丰富的数据库系统。

本课程将指导学员从`MongoDB`的入门学习到项目实战。通过本课程的学习，大家能够快速掌握`MongoDB`数据库的基本使用方法和开发技能，轻松使用`MongoDB`构建数据库应用。",3994,2019-03-21 17:07:46,本课程面向基础和入门级学员，假定学员已经掌握关系型数据库的基本概念和基本SQL语句的使用方法。,2019-03-22 17:38:25
220,移动云启 —— Redis数据库精品课堂,"REmote DIctionary Server(Redis) 是一个由Salvatore Sanfilippo写的key-value存储系统。

`Redis`是一个开源的使用`ANSI C`语言编写、遵守`BSD`协议、支持网络、可基于内存亦可持久化的日志型、`Key-Value`数据库，并提供多种语言的`API`。

它通常被称为数据结构服务器，因为值（`value`）可以是 字符串(`String`), 哈希(`Hash`), 列表(`list`), 集合(`sets`) 和 有序集合(`sorted sets`)等类型。",500,2019-03-21 17:24:06,本实训适用于 Redis 初学者，要求同学们有一定的 Python 编程经验。,2019-03-22 17:38:27
221,移动云启 —— PostgreSQL数据库精品课堂,"`PostgreSQL`是一个强大且开源的对象-关系型数据库系统，其起源可以追溯到1986年，最初是加州大学伯克利分校`POSTGRES`项目的一部分，并在核心平台上进行了30多年的积极开发。

![](/api/attachments/255720)

凭借其成熟的架构、可靠性、数据完整性、可扩展性以及软件背后强大的开源社区支持，`PostgreSQL`赢得了良好的声誉。`PostgreSQL`可以在所有主流的操作系统上运行，并且具有强大的附加功能，例如流行的`PostGIS`地理空间数据库扩展器等。`PostgreSQL`已经成为许多个人和组织的首选开源关系数据库。

本实训课程涵盖了`PostgreSQL`常用的操作和语法，并且每一个知识点都将从理论到实践全面地展开，相信你一定能够深入浅出地掌握它。",328,2019-03-21 17:46:01,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2019-03-22 17:38:26
222,移动云启 —— 数据结构与算法（Java）,"在编写程序时，我们需要考虑如下问题：如何描述所涉及的数据的逻辑关系，如何存储这些数据及其逻辑关秀，如何设计和实现对数据的操作算法。《数据结构与算法》就是回答这些问题的。当问题给定后，数据之间的逻辑关系就给定了，接下来设计合理的存储方式就很重要，它关系到对数据进行操作的算法如何实现。给定了逻辑结构和存储结构，最后还需要设计实现高效的对数据进行操作的算法。
《数据结构与算法》课程一般围绕线性结构、树、图这三种逻辑结构展开，介绍顺序存储、链接存储、索引存储、散列存储等存储方式，以及相应的算法设计与实现。本实训围绕《数据结构与算法》中典型结构和算法开展实战训练，涉及线性表、队列、栈、表达式、字符串、排序、查找、树、图等。目的是通过本实训，让你掌握典型数据结构的设计与算法实现。",4324,2019-03-22 16:39:16,学习本门课程，需要具备一定的Java编程基础知识。,2019-03-22 17:38:28
223,移动云启 —— Java基础,"欢迎来到精彩的Java编程世界！Java 语言已经成为当前软件开发行业中主流的开发语言。本教程将介绍Java环境搭建、工具使用、基础语法，带领大家一步一步踏入精彩的Java编程的世界。

还等什么呢？赶紧开始挑战吧！",49882,2019-03-22 22:13:48,**本课程适合所有零基础的小伙伴**,2019-03-22 22:52:59
224,Java程序设计进阶,"在本课程中，将介绍 Java 的高级特性，包括有：集合框架、多线程、IO流、反射。JDBC等

学习完本课程你将掌握 Java 的高级用法，以及 Java 的编程技巧。",18092,2019-03-22 22:47:06,此部分为 Java 课程的进阶内容，适合具有一定 Java 基础的同学们学习。,2019-03-22 22:52:58
227,Hadoop系统基础,Hadoop基础,4,2019-04-03 15:42:12,数据工程师、运维工程师、ETL研发员,
228,人工智能导论,"2017 年，MIT 启动了新一轮工程教育改革——“新工程教育转型”（New Engineering Education Transformation，简称 NEET）计划，代表了世界工程教育的最新发展方向。NEET 计划强调以工程实践为基础，通过变革学习方式与学习内容，培养学生的工程思维、科学思维及人本思维，使学生成为兼具工具理性与价值理性的工程人才。

2017 年 2 月以来，教育部积极推进新工科建设，先后形成了“复旦共识”、“天大行动”和“北京指南”，并发布了《关于开展新工科研究与实践的通知》、《关于推进新工科研究与实践项目的通知》，全力探索形成领跑全球工程教育的中国模式、中国经验，助力高等教育强国建设。新工科专业，主要指针对新兴产业的专业，以互联网和工业智能为核心，包括大数据、云计算、人工智能、区块链、虚拟现实、智能科学与技术等相关工科专业。新工科专业是以智能制造、云计算、人工智能、机器人等用于传统工科专业的升级改造，相对于传统的工科人才，未来新兴产业和新经济需要的是实践能力强、创新能力强、具备国际竞争力的高素质复合型新工科人才。

2018 年教育部印发《高等学校人工智能创新行动计划》（简称《计划》），要求推进“新工科”建设。即重视人工智能与计算机、控制、数学、统计学、物理学、生物学、心理学、社会学、法学等学科专业教育的交叉融合，形成“人工智能+X”复合专业培养新模式。

为此，面对“新工科+人工智能”的新挑战，传统的专业导论课程已经不能满足新工科战略需求，适应新工科人才培养需求的人工智能导论课程建设能够帮助非计算机类的工科专业的大学高年级学生与研究生了解人工智能发展过程、掌握人工智能基本知识、熟悉人工智能产业发展现状与市场需求，并培养与专业相关的人工智能应用能力。

《人工智能导论》课程教学目标：通过本课程的学习，使非计算机类工科专业学生了解人工智能的历史以及人工智能在相关领域应用的研究进展，初步掌握人工智能应用能力，为培养符合新工科背景下人工智能 + X 复合型人才打好基础。",16641,2019-04-04 19:57:31,"备选考核形式有：
- 课前评价：课程预习，相关资料研习的考核形式（包括以班级、小组为单位讨论，撰写小论文、撰写技术文档等）；
- 课堂评价：包括出勤、课前提问、课堂讨论等。
- 课后评价：作业、实验实践、调查报告、小论文、课后分组讨论及案例分析、学生自评及互评、师生交流等。
- 期末评价：理论考核（系结合终结性评价的闭卷形式）、线上活跃度和作业完成情况、分组汇报提问答辩形式等综合评价。
",2019-05-16 12:30:49
230,人工智能基础算法,"人工智能（Artificial Intelligence, AI）是一个新兴起的大领域，涵盖了逻辑、概率和连续数学等。随着计算机算力的快速增长，人工智能得到了广泛和深度研究，催生了很多有实际应用的产品，例如机器翻译、人脸识别等，对人工智能的学习和研究是具有十分重要意义的。",2450,2019-04-08 22:01:56,本实训课程基于《人工智能——一种现代的方法》一书设计了一些具体 AI 实例，供学员们学习和实践。同时，需要学员们学习 Python 程序语言编程，完成各个实训关卡设置的任务。,2019-04-12 14:59:01
234,Django 项目实战,本课程包含多个 Django 项目，带你由简入深学习掌握 Django 框架。,10,2019-04-16 17:15:00,学员须有编程基础，熟练掌握 Python 编程语言。,
237,Spring框架,"Spring 是一个开源框架，它由 Rod Johnson 创建。它是为了解决企业应用开发的复杂性而创建的。 Spring 使用基本的 JavaBean 来完成以前只可能由 EJB 完成的事情。然而， Spring 的用途不仅限于服务器端的开发。从简单性、可测试性和松耦合的角度而言，任何 Java 应用都可以从 Spring 中受益。

Spring 是一个轻量级的控制反转（IOC）和面向切面（AOP）的容器框架。",1767,2019-04-18 14:10:27,需有`java`基础，学习起来更受益。,2019-06-12 14:13:38
241,深入浅出Python机器学习,"机器学习正在迅速改变我们的世界。我们几乎每天都会读到机器学习如何改变日常的生活。如果你在淘宝或者京东这样的电子商务网站购买商品，或者在爱奇艺或是腾讯视频这样的视频网站观看节目，甚至只是进行一次百度搜索，就已经触碰到了机器学习的应用。使用这些服务的用户会产生数据，这些数据会被收集，在进行预处理之后用来训练模型，而模型会通过这些数据来提供更好的用户体验。此外，目前还有很多使用机器学习技术的产品或服务即将在我们的生活当中普及，如能够解放双手的无人驾驶汽车、聪明伶俐的智能家居产品、善解人意的导购机器人等。可以说要想深入机器学习的应用开发当中，现在就是一个非常理想的时机。

而《深入浅出Python机器学习》则是一本很适合初学者了解机器学习，入门机器学习的书籍。书中对机器学习的各个阶段与各种常见算法都做了简要的介绍。

本系列实训面向是基于教材《深入浅出Python机器学习》的配套实训，学员学习后可以使用Python机器学习库—Scikit-learn实现各种主流的机器学习算法。",972,2019-04-23 13:50:33,"
#实训环境
本实训的实验环境是python3.6下的 scikit-learn 框架。

#预备知识

- 要求学员掌握基本的Python编程基础。",2019-04-25 08:30:36
243,数据库原理与应用——MySQL从入门到实战,"`MySQL`是最流行的关系型数据库管理系统，在`WEB`应用方面`MySQL`是最好的`RDBMS(Relational Database Management System`：关系数据库管理系统)应用软件之一。

`MySQL`是一个关系型数据库管理系统，由瑞典`MySQL AB`公司开发，目前属于`Oracle`公司。`MySQL`是一种关联数据库管理系统，关联数据库将数据保存在不同的表中，而不是将所有数据放在一个大仓库内，这样就增加了速度并提高了灵活性。

在本课程中，会让大家快速掌握`MySQL`的基本知识，并轻松使用`MySQL` 数据库。",51326,2019-04-24 10:52:23,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2019-04-25 08:30:34
255,深入浅出深度学习, ,13,2019-04-24 11:20:32, ,2019-04-25 08:30:30
256,机器学习修炼指南,"机器学习(Machine Learning)是一门多领域交叉学科，涉及概率论、统计学、最优化、算法复杂度理论等多个学科方向。专门研究如何借助计算机模拟实现人类的学习行为，以获取新的知识或技能，或者更好地组织已有的知识结构。机器学习是人工智能的核心，是使计算机具有智能的根本途径之一，其应用遍及人工智能的各个领域。

本实训课程包含了一系列机器学习实训内容，按照深入浅出算法原理，使用框架实战演练的思路，给各位学习者设计了一门清晰的从入门到精通的机器学习学习路径，助你轻松地掌握常见的机器学习算法的思想，为以后人工智能的学习打好基础。",9264,2019-04-24 11:20:35,学习者需了解简单的`python`知识以及机器学习原理。,2019-08-13 20:56:48
258,kNN算法---近朱者赤近墨者黑,古人云：“近朱者赤，近墨者黑”。其实机器学习中的`kNN`算法的核心思想就是这句流传至今的名言。本次课程将分课前、课中、课后三个部分帮助大家理解`kNN`算法，并学习如何使用`kNN`算法解决实际问题。,722,2019-04-25 08:48:19,学习本课程前希望你对`Python`已有一定的了解。,2019-04-25 15:05:02
267,Spark入门 - Python,本实训路径以任务为导向，较为全面地介绍了Spark大数据技术的相关知识。具体内容包括Spark概述；SparkRDD编程；Spark编程进阶；Spark SQL：结构化数据文件处理；Spark Streaming：实时计算框架：功能强大的算法库；项目案例：餐饮平台菜品智能推荐。通过练习和操作实践，帮助你巩固所学的内容。,5,2019-05-05 08:44:25,需要学员具备一定的Python编程基础与Linux的基础。,
280,《深入理解计算机系统》系列实验,"本系列实训是《深入理解计算机系统》课程的配套实验。

可参考：<a href=""http://csapp.cs.cmu.edu/3e/labs.html"" target=""_blanks"">实验官网</a>",2854,2019-05-22 10:23:08,具有一定的 C 语言基础，掌握 Linux 基本操作。,2019-05-22 14:36:46
283,Python数据科学常用库,`Python`的许多特性，比如开发效率、代码可读性、速度等使之成为了数据科学爱好者的首选编程语言。对于想要升级应用程序功能的数据科学家和机器学习专家来说，`Python`通常是最好的选择。由于`Python`的广泛使用，因此它拥有大量的库，使得数据科学家能够很容易地完成复杂的任务，而且不会遇到许多编码困难。本实训课程主要介绍`NumPy`和`Pandas`的使用技巧。,10,2019-05-23 13:55:10,需要了解`Python`的基础语法知识,
