topic_id,topic_name
1497,声道编辑
1498,PIL图像替换
1499,PIL裁剪
1500,PIL库基础使用
1501,WebSocket
1502,Kafka
1503,SpringBoot
1504,mysql表信息获取
1505,Phoenix单双引号的区别
1506,Pandas分组聚合运算
1507,创建透视表和交叉表
1508,MSE
1509,MAE
1510,RMSE
1511,R-Squared
1512,剪枝处理
1513,朴素贝叶斯
1514,拉普拉斯平滑
1515,激活函数
1516,smo
1517,支持向量回归
1518,SVR
1519,距离度量
1520,欧氏距离
1521,曼哈顿距离
1522,质心
1523,k-means
1524,sklearn中的k-means
1525,聚类性能评估指标
1526,数据预处理
1527,线性回归
1528,Kafka-HBase
1529,HTTP数据读取
1530,MyBatis操作数据库
1531,存储信息展示
1532,MatplotLib
1533,字典创建
1534,文件创建字典
1535,字符串处理
1536,简化程序
1537,嵌套字典
1538,使用字典
1539,嵌套字典使用
1540,sklearn中的线性回归
1541,数据分析
1542,str.format()
1543,处理数据
1544,Python列表切片
1545,Python列表
1546,Python列表索引
1547,Python列表负索引
1548,Python读取文件
1549,pymysql
1550,Python 字典 索引
1551,电影推荐系统
1552,基于矩阵分解的协同过滤算法
1553,Mysql
1554,检索插入
1555,介绍
1556,MyBatis-注解
1557,MyBatis
1558,列表排序
1559,列表数据计算
1560,列表切片
1561,python递归子文件夹
1562,python获取文件信息
1563,列表增删改
1564,Python数学函数
1565,关系矩阵的布尔乘积
1566,关系数据表的结构
1567,projection运算
1568,join运算
1569,selection运算
1570,Python赋值
1571,可视化
1572,散点
1573,AgglomerativeClustering
1574,AGNES算法
1575,簇间最小距离
1576,簇间最远距离
1577,簇间平均距离
1578,pandas
1579,表达式和算数运算符
1580,Java中运算符的优先级
1581,分支结构
1582,多重if
1583,if判断语句
1584,数组的使用
1585,Java数组平均值和最大值
1586,数组复制
1587,数组查找
1588,交换算法
1589,字符串转换
1590,后发断言
1591,编译
1592,先行断言
1593,python数据库编程之创建数据库
1594,python数据库编程之创建数据表
1595,python数据库编程之插入数据
1596,python数据库编程之查询数据
1597,python数据库编程之修改数据
1598,python数据库编程之删除数据
1599,表达式计算
1600,MyBatis关联查询
1601,数据类型转换
1602,向量的操作
1603,矩阵的操作
1604,数组的操作
1605,数据框的操作
1606,因子的操作
1607,列表的操作
1608,csv文件输入
1609,赋值输入
1610,数据输出
1611,初级算术运算符
1612,关系运算符与逻辑运算符
1613,拷贝构造函数
1614,vector
1615,迭代器
1616,find
1617,创建新变量
1618,变量重编码
1619,hello docker
1620,pull image
1621,stop container
1622,enter container
1623,docker1 complete
1624,docker commit
1625,变量名修改
1626,docker export
1627,缺失值替代法
1628,ENTRYPOINT
1629,缺失值删除
1630,日期值输入
1631,时间型日期
1632,日期与时间的计算
1633,IPython魔法命令
1634,JDBC环境必须组件
1635,时点类函数
1636,lubridate包时点类函数
1637,lubridate包的时点类函数
1638,时段类之interval
1639,时段类函数之duration
1640,时段类之period
1641,向量与矩阵的合并
1642,数据框的合并
1643,线形图
1644,flex
1645,散点图
1646,直方图
1647,向量元素的提取
1648,矩阵的元素提取
1649,数据框的元素提取
1650,向量与矩阵元素删除
1651,多级索引的取值与切片
1652,数据框元素删除
1653,层级索引的数据转换与累计
1654,子图间隔
1655,删除符合条件的数据
1656,不规则子图
1657,子图
1658,多子图
1659,颜色条
1660,Concat与Append
1661,坐标刻度
1662,样式表
1663,合并与连接
1664,合并数据集
1665,helloworld
1666,打印输出图形
1667,基础时间工具
1668,绝对值
1669,pandas时间序列的高级应用
1670,奇数之和
1671,整数被除
1672,使用运算符
1673,四则运算
1674,基本输出
1675,多值输入输出
1676,循环使用
1677,if条件判断
1678,二维数组输入
1679,二维数组操作
1680,字符数组操作
1681,函数操作数组
1682,结构体使用
1683,结构体指针
1684,链表操作
1685,数据交互
1686,三角剖分
1687,三维图
1688,两个数的对调
1689,算术表达式
1690,地图
1691,basemap
1692,数字分离
1693,计算总成绩和平均成绩
1694,输出字符的ASCII码
1695,求三角形面积
1696,广播
1697,z-score
1698,数学运算
1699,简单统计
1700,轴
1701,切片
1702,控制循环语句
1703,stack
1704,hstack
1705,vstack
1706,千位分隔符
1707,加法、乘法运算符
1708,数学计算
1709,两点距离
1710,switch条件语句
1711,分段函数问题
1712,Yes
1713,结构化数组
1714,快递费用计算
1715,条件判断
1716,回文数
1717,if...else语句
1718,分段函数
1719,选择结构-闰年判断
1720,C语言循环语句
1721,计算一元二次方程的根
1722,do while 语句
1723,学生成绩等级换算
1724,最大公约数和最大公倍数
1725,字符串中各类字符数的统计
1726,函数使用
1727,fun函数
1728,指针使用
1729,函数与指针
1730,结构体定义
1731,结构体操作
1732,结构体数组
1733,基础函数
1734,递归函数
1735,求sn=a+aa+aaa+aaaa+......的值
1736,字符串处理函数
1737,C循环-寻找完数
1738,分数求和
1739,指针变量
1740,字符串指针
1741,docker volume
1742,sqrt
1743,--volumes-from
1744,docker inspect
1745,函数指针
1746,if嵌套语句
1747,floor
1748,docker volume rm
1749,查找
1750,整数
1751,二分
1752,鞍点
1753,tar
1754,最大值
1755,文本文件的读写
1756,C语言数组
1757,start container
1758,按数据库读写文件
1759,格式化读写文件
1760,docker save
1761,docker load
1762,指针数组
1763,C语言指针
1764,docker rmi
1765,strlen()函数
1766,字符串的比较
1767,Registry
1768,C语言链表
1769,Dockerfile
1770,FTP上传文件
1771,FTP下载文件
1772,atoi
1773,ASCII
1774,HelloWorld
1775,阶乘
1776,文件读取和写入
1777,strcmp函数
1778,统计文本
1779,外部函数
1780,Ackman函数
1781,字符串函数
1782,报数
1783,strcmp
1784,指针函数
1785,Wookbook
1786,WORKDIR
1787,ARG
1788,数组输入
1789,抓取数据
1790,解析HTML
1791,docker build
1792,选择观测进阶二
1793,ONBUILD
1794,VOLUME
1795,Docker缓存
1796,选择观测进阶一
1797,观测的选择
1798,抓取携程全国城市酒店
1799,数学函数之一
1800,数学函数之二
1801,数学函数之三
1802,清洗数据
1803,平均值与中位数
1804,众数
1805,求和函数
1806,方差与标准差函数
1807,分位数函数
1808,极值类函数
1809,数据抓取
1810,字符长度函数
1811,字符的提取与替换
1812,字符搜索函数
1813,字符替换函数
1814,字符替换函数二
1815,length与lengths
1816,序列生成函数
1817,hadoop
1818,rep 函数
1819,cut函数
1820,cat函数
1821,apply函数
1822,用户-酒店矩阵
1823,矩阵分解
1824,智能推荐
1825,饼图
1826,射击精度
1827,赛季准确性
1828,对象类型绑定
1829,封面上传
1830,MarkDown图片上传
1831,博客评论
1832,符号替换
1833,循环，取余
1834,序列
1835,Fibonacci
1836,基本类型绑定
1837,可视化工具
1838,创建博客
1839,结构体变量
1840,结构体存储数据
1841,反向传播算法
1842,sklearn中的神经网络
1843,Python内置函数
1844,public函数
1845,private函数
1846,词云
1847,包装类转换其他数据类型
1848,自然推理系统
1849,matplotlib库绘图
1850,计算可视化小能手初级
1851,numpy库
1852,matplotlib.pyplot子库
1853,绘图小能手
1854,subplot函数
1855,plot函数
1856,all查询
1857,filter操作
1858,聚合函数
1859,自定义中间件
1860,循环嵌套
1861,for循环语句
1862,冰雹数据
1863,strlen
1864,随机数产生
1865,博客列表查询
1866,多线程常用函数
1867,knn算法思想
1868,线性回归算法原理
1869,mse损失函数
1870,信息熵
1871,条件熵
1872,信息增益
1873,kmeans
1874,Django
1875,中间件练习
1876,缺失值识别
1877,扫描表
1878,pandas字符串操作
1879,Fancy Indexing
1880,数据框合并进阶
1881,Exception
1882,创建文件夹
1883,列出文件
1884,Python分支结构
1885,Python循环结构
1886,判断
1887,安装Scala
1888,Spark安装
1889,存储数据
1890,POI事件读取Excel内容
1891,Django视图与URL
1892,Seaborn 
1893,模板变量
1894,真值表
1895,Map集合的使用
1896,字符分割函数
1897,Python控制结构
1898,HTML
1899,超链接
1900,href属性
1901,target属性
1902,html 文本
1903,HTML表格处理
1904,<h1></h1>
1905,事件冒泡
1906,拖动事件
1907,键盘事件的处理
1908,鼠标事件
1909,文档加载事件
1910,setInterval和clearInterval的使用
1911,对话框
1912,定时器
1913,JS字符串的拼接
1914,JS取余
1915,Js条件运算符
1916,Js赋值运算符
1917,JS属性的检测
1918,JS属性的枚举
1919,JS属性的枚举性
1920,JS数组元素的增加
1921,JS数组元素的删除
1922,稀疏数组
1923,JS数组倒置
1924,JS数组合并
1925,JS数组内元素排序
1926,JS数组切片
1927,JSswitch语句
1928,JS严格相等
1929,用函数语句定义JS函数
1930,JavaScript函数的调用
1931,JS未定义实参的处理
1932,JavaScript参数对象
1933,JavaScript对象作为函数参数
1934,JS函数对象
1935,字符类
1936,正则表达式之选择
1937,正则表达式之转义
1938,正则表达式之分组
1939,正则表达式之引用
1940,正则表达式之匹配位置
1941,正则表达式修饰符
1942,取整函数
1943,四舍五入函数
1944,开方函数
1945,带量词
1946,通过name获取文档元素
1947,通过标签名获取文档元素
1948,属性值的获取
1949,getAttribute方法
1950,DOM创建节点
1951,DOM添加节点
1952,删除Element节点
1953,节点的替换
1954,字符串的分割
1955,JS构造函数
1956,JS原型
1957,JS对象的创建
1958,JS属性的设置
1959,JS删除对象的属性
1960,JS数组的创建
1961,JS数组的长度
1962,JS数组的读写
1963,JS数组遍历
1964,JS多维数组
1965,JS的if-else语句
1966,if-else匹配问题
1967,JavaScript匿名函数
1968,JavaScript用表达式定义函数
1969,indexOf()
1970,JavaScript字符串charAt()方法
1971,JS字符串截取
1972,正则表达式的定义
1973,字符串字面量
1974,字符串中正则表达式的使用
1975,JSON数组
1976,JSON字符串转换为对象
1977,JSON字符串转换为数组
1978,JSON数组转换为字符串
1979,JSON对象转换为字符串
1980,JS获取当前时间
1981,JS设置时间
1982,JS异常处理
1983,JS自定义异常
1984,通过id获取文档元素
1985,querySelector
1986,sdf
1987,JavaScript节点树
1988,JavaScript子节点
1989,DOM节点的操作
1990,注册事件处理程序
1991,表单事件
1992,location
1993,CSS字体
1994,CSS文本样式
1995,CSS字体大小
1996,CSS字体样式
1997,CSS文本
1998,文本修饰
1999,文本布局
2000,背景
2001,背景关联
2002,背景定位
2003,JSP基础
2004,表格
2005,id选择器
2006,html（）
2007,基本选择器
2008,过滤选择器
2009,设置css属性
2010,:eq选择器
2011,:not选择器
2012,层次选择器
2013,show() ，hide()
2014,"addClass() , removeClass()"
2015,键盘事件
2016,Jquery
2017,文件/窗口事件
2018,show()
2019,hide()
2020,toggle()
2021,fadeIn()和fadeOut()
2022,delay()
2023,fadeToggle()
2024,css伪类
2025,css伪元素
2026,类选择器
2027,元素选择器
2028,slideDown()
2029,slideUp()
2030,slideToggle()
2031,stop()
2032,html()
2033,text()
2034,attr()
2035,append()
2036,preend()
2037,before()
2038,after()
2039,remove()
2040,empty()
2041,children()
2042,find()
2043,siblings()
2044,next()
2045,prev()
2046,prevAll()
2047,nextAll()
2048,first()
2049,last()
2050,eq()
2051,filter()
2052,not()
2053,计算机基础
2054,版本控制
2055,协同开发
2056,Git提交暂存区
2057,协作开发
2058,软件开发基础
2059,版本标签
2060,远程分支合并
2061,Git之rebase
2062,Git储藏之保存
2063,Git储藏之应用
2064,人脸识别
2065,图像操作
2066,色彩空间
2067,harr
2068,人脸检测
2069,分类器
2070,绘制人脸区域
2071,音频文件剪辑
2072,使用Python与Redis交互
2073,使用Redis搭建文章投票系统
2074,字符串常用命令
2075,列表常用命令
2076,集合常用命令
2077,解决任务分配的队列问题
2078,Redis基本事务
2079,Redis键操作
2080,有序集合常用命令
2081,实现有优先级的队列系统
2082,哈希常用命令
2083,Redis事务支持
2084,非事务性流水线
2085,检测并绘制人脸区域
2086,使用Redis构建简易锁
2087,使用Redis构建计数信号量
2088,Dlib
2089,人脸特征
2090,训练人脸检测模型
2091,使用Redis完成会话管理
2092,使用Redis实现购物车
2093,使用Redis做页面缓存
2094,使用Redis做数据行缓存
2095,使用列表记录最新日志
2096,使用有序集合记录常见日志
2097,构建计数器
2098,使用计数器统计数据
2099,使用Redis实现搜索历史功能
2100,使用Redis实现自动补全功能
2101,使用Redis实现搜索预测功能
2102,使用Redis构建先进先出任务队列
2103,使用Redis构建定时任务队列
2104,使用集合构建反向索引
2105,人脸特征点模型
2106,实现解析检索式功能
2107,实现交/并/差集操作的封装
2108,使用Redis集合操作实现搜索功能
2109,使用Redis哈希记录用户信息和动态信息
2110,使用Redis有序集合记录关系信息
2111,实现用户主页信息流
2112,绘制人脸特征
2113,Linux系统目录结构
2114,Linux常用命令使用方法
2115,Linux文件操作
2116,Linux文件夹操作
2117,Linux 查询命令
2118,绘制人脸识别结果
2119,人脸特征点
2120,使用Redis构建超时限制锁
2121,循环控制
2122,DLib
2123,dlib
2124,人脸识别的基本原理
2125,Redis中的数据结构
2126,使用redis-cli交互
2127,使用Redis存储IP地址库
2128,使用高级有序集合查找功能
2129,使用Redis构建公平信号量
2130,使用Redis构建优先级任务队列
2131,表达式求值
2132,格式化字符串
2133,python基本学习
2134,高斯函数
2135,format格式化输出
2136,列表List
2137,遍历列表
2138,元素tuple
2139,MACHIN方法
2140,长整数
2141,列表
2142,线性回归分析
2143,线性回归正规方程解
2144,线性回归训练流程
2145,损失函数
2146,Pandas安装和使用
2147,Series对象
2148,DataFrame对象
2149,golang
2150,docker
2151,梯度下降
2152,学习率
2153,实现逻辑回归
2154,LogisticRegression
2155,T-SQL
2156,SQL Server
2157,创建数据库
2158,伪分布式集群搭建
2159,主键约束
2160,外键约束
2161,常用约束
2162, 初级SELECT查询
2163,带限制条件的查询
2164,表达式查询
2165,WHERE语句的使用
2166,通配符%的使用
2167,通配符_的使用
2168,通配符[]的使用
2169,print内置函数
2170,Python交互编程模式
2171,字符串拼接
2172,Python字符串
2173,元组
2174,字典
2175,字典遍历
2176,数据类型嵌套
2177,Python运算符
2178,Python逻辑运算
2179,python位运算
2180,成员运算符
2181,python成员函数
2182,综合
2183,顺序结构
2184,选择结构
2185,continue
2186,Python函数的参数
2187,Python将值作为返回值
2188,Python将函数作为返回值
2189,函数的正确调用
2190,函数与函数调用的基本关系和联系
2191,Lambda函数
2192,map()函数
2193,reduce()函数
2194,模块的引入和定义
2195,模块中的内置函数
2196,类
2197,类的属性
2198,静态方法
2199,类方法
2200,类的导入
2201,方法的重写
2202,AVG 函数的使用
2203,COUNT 函数的使用
2204,变量规则
2205,唯一的 URL 
2206,MAX 函数的使用
2207,MIN 函数的使用
2208,URL 构建
2209,HTTP 方法
2210,SUM()函数的使用
2211,JAVA类型转换
2212,取余运算符
2213,变量输出
2214,if 语句
2215,判断渲染
2216,分布式进程
2217,专用过滤器
2218,Linux创建用户
2219,Linux删除用户
2220,Linux 用户密码设置
2221,Linux 用户切换
2222,新建用户组
2223,删除用户组
2224,用户所属组变更
2225,Linux修改用户信息
2226,Linux修改用户组信息
2227,Linux创建文件
2228,Linux删除文件
2229,Linux创建目录
2230,Linux删除目录
2231,Linux文件拷贝
2232,Linux文件重命名
2233,Linux文件剪切
2234,Linux目录拷贝
2235,Linux目录重命名
2236,Linux目录剪切
2237,Linux cat命令用法
2238,Linux head命令用法
2239,Linux tail命令用法
2240,Linux ls命令用法
2241,Linux 文件所有者权限修改
2242,Linux 文件同组用户权限修改
2243,Linux 文件其他用户权限修改
2244,Linux　目录所有者权限修改
2245,Linux　目录同组用户权限修改
2246,Linux　目录其他用户权限修改
2247,Linux 文件所有者修改
2248,Linux 目录所有者修改
2249,Linux 文件所属组修改
2250,Linux 目录所属组修改
2251,df命令
2252,du命令
2253,Linux硬链接
2254,Linux软链接
2255,Linux设备挂载
2256,Linux设备卸载
2257,添加文件/目录隐藏属性
2258,删除文件/目录隐藏属性
2259,bunzip2解压命令
2260,gunzip解压命令
2261,unzip解压命令
2262,1位黑白BMP图像的读
2263,8位灰度BMP图像的读
2264,带 WHERE 子句的多表查询
2265,内连接查询
2266,外连接查询
2267,棒棒哒
2268,C语言编程
2269,分离数据库
2270,main数据库和temp数据库
2271,数据库连接和会话
2272,附加数据库
2273,SQL基本语法
2274,创建表
2275,重命名表
2276,JAVA
2277,导出表
2278,导入表
2279,并操作
2280,交操作
2281,差操作
2282,投影操作
2283,选择操作
2284,笛卡尔积
2285,补码
2286,原码
2287,连接操作
2288,简单select
2289,from子句
2290,where子句
2291,EM算法的单次迭代
2292,EM算法的主循环
2293,算术操作符
2294,关系操作符
2295,逻辑操作符
2296,LIKE单字符匹配
2297,LIKE多字符匹配
2298,LIKE否定匹配
2299,高斯混合聚类算法流程
2300,聚合
2301,分组
2302,过滤
2303,限定
2304,内连接
2305,读取文件
2306,外连接
2307,PCA
2308,MDS算法
2309,交叉连接
2310,表的关联
2311,MDS
2312,Isomap
2313,sklearn中的等度量映射
2314,使用别名
2315,自连接查询
2316,准确度
2317,准确度的陷阱与混淆矩阵
2318,子查询
2319,精准率与召回率
2320,计算`F1 Score`
2321,感知机算法
2322,sklearn中的感知机
2323,sklearn中的线性判别分析
2324,kNN算法
2325,复合查询
2326,StandardScaler
2327,Adaboost算法
2328,sklearn中的Adaboost
2329,图像分割
2330,GaussianMixture
2331,更新记录
2332,删除记录
2333,外部指标
2334,Jaccard Coefficient
2335,Fowlkes and Mallows Index
2336,Rand index
2337,内部指标
2338,Davies-Bouldin Index
2339,Dunn Index
2340,插入记录
2341,插入一行
2342,插入多行
2343,fowlkes_mallows_score
2344,adjusted_rand_score
2345,协方差矩阵
2346,特征值
2347,特征向量
2348,LLE算法
2349,sklearn中的局部线性嵌入
2350,人工智能
2351,盲目搜索
2352,宽度优先搜索
2353,代价一致性搜索
2354,缩进
2355,多行语句
2356,MinMax算法
2357,博弈决策
2358,标识符
2359,保留字
2360,注释
2361,输入
2362,格式化输出
2363,决策树
2364,分类预测
2365,（迭代加深）深度优先
2366,A*搜索
2367,8数码
2368,pyhton
2369,python 集合
2370,python字典
2371,霍夫曼编码
2372,信息压缩
2373,构造编码方案
2374,编码
2375,解码
2376,进程操作
2377,进程
2378,文件移动
2379,snownlp情感分析
2380,抽象类
2381,snownlp分词
2382,snownlp提取关键字
2383,基础习题
2384,图形用户界面编程
2385,图灵机
2386,zipfile
2387,<caption>
2388,RSA算法
2389,Huffman 编码
2390,text-align
2391,RSA解密
2392,RSA
2393,注释 
2394,启发式搜索
2395,A*算法
2396,四皇后问题
2397,Python数据分析
2398,P88计算机建模与模拟
2399,多表查询
2400,命题真假推断
2401,邮件收发
2402,urllib
2403,re
2404,TSP
2405,knn
2406,逻辑回归
2407,python数值计算
2408,RNN
2409,情感分析
2410,CNN
2411,手写数字
2412,图像分类
2413,集合类型操作基础
2414,字符串操作基础
2415,数据产生
2416,列表转元组
2417,Zip文件处理
2418,单词转元组
2419,list
2420,Stack
2421,cv2
2422,边缘检测
2423,Queue
2424,括号匹配
2425,神经风格迁移
2426,Linux高级编程
2427,文件权限管理
2428,C高级编程
2429,对抗生成网络
2430,逆波兰表达式
2431,Linux网络编程
2432,阻塞
2433,socket编程
2434,二叉树的后序遍历
2435,二叉树的层次遍历
2436,分类性能评价指标
2437,I/O多路复用
2438,验证评估
2439,Linux串口编程
2440,Linux I/O编程
2441,Linux 高级I/O编程
2442,构建网络模型
2443,私有成员
2444,数据初始化
2445,Linux信号处理
2446,实例方法
2447,特征图
2448,Linux定时器
2449,Linux多进程控制
2450,Linux fork
2451,Linux多进程
2452,Linux进程控制
2453,卷积核可视化
2454,嵌入式Linux应用
2455,Linux system运用
2456,Deep Dream
2457,Linux高级进程通信
2458,Linux管道通信
2459,Linux消息队列
2460,Linux时间编程
2461,Linux本地时间
2462,keras
2463,迁移学习
2464,嵌入式应用编程
2465,Linux时间转换
2466,判决书推荐
2467,Linux信号处理函数
2468,Makefile编写
2469,静态库制作
2470,Linux动态库编写
2471,Linux可执行文件编写
2472,Makefile高级应用
2473,数据可视化
2474,特征选择
2475,树木识别
2476,Linux Makfile进阶
2477,Linux依赖库
2478,Linux Makefile依赖库
2479,Linux Makefile动态库
2480,Liux混合依赖库
2481,Linux Makefile编程
2482,Python线程同步之Lock
2483,Python线程之Thread对象
2484,Python线程基础知识
2485,Python线程同步之Condition
2486,生产者-消费者问题
2487,正则
2488,创建 Variable
2489,Variable 的 data 属性
2490,Variable属性
2491,grad_fn属性
2492,梯度计算
2493,autograd.grad
2494,Pytorch模型结构
2495,线性模型创建
2496,模型相关函数及方法
2497,线性模型属性
2498,module.weight查询模块的权重
2499,module.bias查询模块的偏移量
2500,ReLU非线性模型
2501,Tanh非线性模型
2502,Sigmoid非线性模型
2503,Threshold非线性模型
2504,卷积的意义
2505,一维卷积
2506,二维卷积
2507,CrossEntropyLoss
2508,MSELoss
2509,L1Loss
2510,创建优化器
2511,单次优化
2512,查看优化器参数
2513,为每个参数单独设置选项
2514,SGD
2515,momentum
2516,卷积
2517,池化操作
2518,dropout与正则化
2519,Numpy迭代数组
2520,Numpy高级索引
2521,Numpy统计函数
2522,scikit-learn
2523,创建矩阵
2524,特征提取
2525,数据描述
2526,相关性
2527,数据分类
2528,svm
2529,pickle
2530,模型持久化存储
2531,OS
2532,Tkinter
2533,逻辑回归大致思想
2534,sigmoid
2535,二分类
2536,科学计算
2537,电子能级
2538,java变量与常量
2539,Scanner
2540,99乘法表
2541,循环综合练习
2542,找出质数
2543,final
2544,重写
2545,创建文件
2546,图片查看器
2547,复制文件
2548,集合整体框架
2549,词频
2550,分割
2551,Callable和Future
2552,包装
2553,对象的销毁
2554,写入文件
2555,简单输入输出
2556,namedtuple
2557,命名元组
2558,deque
2559,双向队列
2560,OrderedDict
2561,有序字典
2562,defaultdict
2563,默认字典
2564,python多进程
2565,python多线程
2566,ThreadLocal
2567,进程vs线程
2568,主键
2569,外键
2570,查看表结构
2571,修改表名
2572,添加字段
2573,删除字段
2574,修改字段的排列位置
2575,删除表的外键约束
2576,数据的更新
2577,SELECT的基本使用
2578,使用关键字 BETWEEN AND 查询
2579,素数筛法
2580,input函数
2581,eval函数
2582,Iterator
2583,生成器
2584,Generator
2585,列表生成式
2586,生成器表达式
2587,JSON
2588,XML
2589,SAX
2590,ElementTree
2591,HDFS设计
2592,HDFS常用命令
2593,wordCount
2594,查询空值
2595,去除重复结果
2596,多条件查询
2597,结果的排序
2598,分组查询
2599,LIMIT 查询
2600,COUNT( )函数
2601,SUM( )函数
2602,AVG( )函数
2603,MAX( )函数
2604,MIN( )函数 
2605,比较运算符的子查询
2606,group by
2607,having
2608,order by
2609,视图
2610,"type=""radio"""
2611,"type=""checkbox"""
2612,checked
2613,disabled
2614,"disabled=""disabled"""
2615,综合案例
2616,JavaScript基本输出方式
2617,JavaScript注释方式
2618,JavaScript简介
2619,HTML页面框架
2620,HTML调用JavaScript
2621,JavaScript变量申明
2622,JavaScript变量赋值
2623,JavaScript申明提前
2624,JavaScript全局变量与局部变量
2625,JavaScript基本数据类型
2626,JavaScript转义字符
2627,JavaScript对象的创建
2628,JS字符串转数字
2629,JS数字转字符串
2630,JS数字转布尔类型
2631,读取判决书数据
2632,提取关键词
2633,表格颜色
2634,表格大小
2635,ndarray
2636,Counter
2637,计数器
2638,窗口
2639,路径导航 
2640,Phoenix在Springboot应用
2641,python输入
2642,读文件
2643,写文件
2644,python库
2645,调用库
2646,文件读取写入
2647,Pandas
2648,Pandas分组聚合方法
2649,模型参数估计
2650,机器学习预测
2651,坐标点图像绘制
2652,基础绘图
2653,保存绘图
2654,数组计算
2655,向量化函数
2656,绘制多条曲线
2657,装饰曲线
2658,随机梯度下降法
2659,掌握变量保存
2660,掌握变量恢复
2661,乘法实现
2662,静态网页爬取
2663,反爬策略
2664,爬取与反爬取进阶
2665,数据集成
2666,欧几里得距离
2667,数据变换
2668,规范化
2669,最近邻计算
2670,数据规约
2671,计算聚类中心
2672,数据离散化
2673,分箱
2674,精度
2675,柱状图
2676,创建tensor
2677,tensor与ndarray的转换
2678,tensor初始化
2679,tensor类型
2680,张量加法计算
2681,张量数学运算
2682,张量转置
2683,张量扩充
2684,计算梯度
2685,Variable 求导
2686,梯度置零
2687,池化意义
2688,最大池化
2689,平均池化
2690,InstanceNorm
2691,BatchNorm
2692,正则化
2693,正则化意义
2694,余弦相似度
2695,范数距离
2696,距离函数及其意义
2697,优化器的比较
2698,结果可视化
2699,loss 计算
2700,Adam 优点
2701,比较优化器效果
2702,循环和递归
2703,递归算法
2704,循环算法
2705,热图
2706,文本可视化
2707,美化
2708,数据读取、过滤
2709,编程小能手
2710,回归进阶
2711,神经网络回归
2712,K近邻进阶
2713,字符串的大小写转换
2714,异常
2715,math库使用
2716,穷举法
2717,二分搜索
2718,牛顿法求根
2719,信息数字化
2720,JS while循环
2721,JS do whle循环
2722,JS for循环
2723,JS break的使用
2724,JavaScript continue的使用
2725,TOY计算机面向对象建模与模拟
2726,文件读取
2727,迭代法
2728,文件上传
2729,Flask操作Cookie
2730,flask操作session
2731,Request请求对象
2732,请求对象参数获取
2733,图像加解密
2734,圈出人像轮廓
2735,证件照处理
2736,PIL操作像素
2737,RGB模型与RGA模型区别
2738,初始化数据
2739,Dataloader
2740,数据下载与转换格式
2741,建立线性模型
2742,优化函数
2743,优化
2744,模型训练
2745,测试
2746,模型拟合
2747,内置函数
2748,函数导入
2749,函数返回值
2750,lambda 表达式
2751,关键字参数
2752,变长参数
2753,sum函数
2754,生成器与 yield
2755,断言
2756,绘制柱状图
2757,绘制堆积柱状图
2758,绘制饼图
2759,绘制多幅子图
2760,Python 地图绘制
2761,消元法求解二元线性方程组
2762,函数值填充列表
2763,无向完全图
2764,蛮力法
2765,分治法
2766,对象做函数形参
2767,网站爬取策略
2768,拼接图像
2769,Tensor变量
2770,斐波那契数列计算
2771,pthread
2772,JavaAPI上传数据
2773,获取数据
2774,哈希
2775,Python绘制柱状图
2776,无递推公式的递推
2777,缓存与批量处理
2778,PIL
2779,单纯性算法
2780,多周期MIPS CPU设计(硬布线)
2781,plot_surface()
2782,三维图形
2783,数据库设计
2784,Flask安装
2785,Flask 应用
2786,软间隔
2787,线性支持向量机
2788,LinearSVC
2789,BPSK误码率计算
2790,BPSK调制解调原理
2791,BPSK调制与解调原理仿真
2792,python-docx库使用
2793,python文档处理
2794,Spark GraphX 定义图结构
2795,Spark 
2796,spark-submit提交
2797,GraphX
2798,JSP实现用户信息列表展示功能
2799,JSP实现用户信息的查询与显示
2800,JSP实现添加用户的功能
2801,JSP实现用户管理功能之用户删除
2802,信道编码
2803,Matlab
2804,pymsql
2805,json数据爬取
2806,json数据解析
2807,保存值
2808,变量
2809,变量名
2810,更新变量
2811,整型和浮点型
2812,转义字符
2813,快捷语法
2814,绘制数据图
2815,信息增益率
2816,基尼系数
2817,DecisionTreeClassifier
2818, Face Recognition
2819,可控加减法电路
2820,原码一位乘法器设计
2821,存储扩展
2822,寄存器文件
2823,MIPS RAM
2824,4路组相连cache设计
2825,单周期CPU设计
2826,微程序地址转移逻辑
2827,微程序CPU设计
2828,硬布线控制器FSM设计
2829,Python检索列表多个值
2830,Python二维列表
2831, Python for循环的应用
2832,Python重复的操作
2833,Python for 循环
2834,Python append() 函数
2835,Python字典
2836,创建函数
2837,debug
2838,数据的更改
2839,类的实例化
2840,理解‘self’
2841,创建带参数的方法
2842,属性及init函数
2843,创建和更新属性
2844,类或对象
2845,OOP简介
2846,C++顺序栈的实现
2847,线性判别分析
2848,OvO
2849,OvR
2850,算子概述
2851,修改数据库
2852,读取数据集
2853,NumPy介绍
2854,纽约Taxi-Airport数据
2855,array shape
2856,套接字
2857,建立连接
2858,获取连接请求
2859,响应请求
2860,发送文件
2861,创建UDP套接字
2862,接收消息
2863,发送消息
2864,随机丢包
2865,设置套接字超时时间
2866,UDP发送
2867,UDP接收
2868,原始套接字
2869,封装ICMP报文
2870,解析ICMP
2871,Vector Math 2
2872,计算一维ndarray的统计量 1
2873,日期时间函数
2874,自定义函数
2875,狄默根律
2876,运算规律
2877,集合运算
2878,sympy
2879,容斥原则
2880,埃拉托斯特尼筛法
