department_id,name
31784,政务与信息工程事业部
31786,政务与信息部
31787,管理信息部
31789,技术部
31790,管理部门
31794,理工与农医学院
31795,无
31797,研发技术中心
31800,人工智能学院
31804,大数据事业部
31806,计算机科学与技术
31807,计算机与信息安全学院
31809,智能科学学院
31811,信息通信学院
31813,国际学院
31818,艺术学院
31819,动画
31824,协同创新中心
31826,计算机科学与技术学院
31827,一院
31828,计算机应用技术系
31829,机械制造与自动化
31830,sdas
31833,计算机科学与技术学院
31834,信息安全系
31842,中文信息处理实验室
31845,软件与信息技术学院
31847,物联网工程学院
31865,电子信息学院
31866,外国语学院
31869,计算机学院
31871,数学与统计学院
31872,电子科学学院
31883,泰山学堂
31888,作战指挥
31889,六大队十八队
31901,大数据学院（计算机中心）
31907,IT
31909,PCP
31910,人工智能学院
31913,岸防兵学院
31916,计算机信息工程学院
31922,计算机系
31928,摩托化步兵分队指挥
31930,机电工程系
31931,装甲车辆工程
31943,学员16队
31945,学员10队
31946,学员9队
31951,学员7队
31954,学员十七队
31969,计算机系
31970,学员九队
31971,学员十六队
31972,六大队十八队
31973,学员十队
31976,工程技术与应用系
31979,学员七队
31985,际銮书院
31988,三院
31991,电气与计算机工程管理部
32000,二院
32011,四院
32012,信息与科学技术学院
32014,亚信学院
32032,网管中心
32039,创新平台
32045,cmc
32050,PRD
32084,政治经济学
32094,电子电气
32096,数学与计算机科学学院
32097,计算机与信息工程学院
32101,大数据学院
32157,计算机学院
32170,指院
32188,计算机与信息工程学院
32226,河南省洛阳市洛阳理工学院计算机专业
32236,信息科学技术学院
32311,信息技术系
32331,电子信息学院
32336,预警探测
32339,计算机学院
32356,大数据学院
32378,信息系
32442,计算机
32445,计算机科学学院
32476,产品部
32536,智能科学学院
32545,系统工程学院
32561,计电学院
32599,计算机
32610,软件学院
32741,市场拓展部
32745,计算机学院·网络空间安全学院
32802,xxx
32965,教务处
32972,作战指挥系
33014,计算机与信息学院
33089,军事基础教育学院
33094,军事基础训练学院
33098,计算机
33107,计算机与技术学院
33223,统计与信息系
33325,计算机科学与工程学院
33459,销售部
33474,经济管理学院
33548,人工智能学院
33599,test
33624,前瞻智能部
33629,信息工程学院
33728,井深并院深井并系
33791,云计算
33832,信息院
33989,教研中心
