chapter_id,name,description,created_at
638,数据采集,数据采集主要是采用 Java 爬虫对各大招聘网站上的招聘信息进行数据采集，为最终的数据可视化进行铺垫。,2019-03-21 15:56:54
639,数据清洗,本阶段主要是使用 MapReduce 对招聘网站上的数据进行数据清洗 ，过滤掉一些不符合需求或者数据残缺的数据。,2019-03-21 15:57:34
640,数据可视化,数据可视化主要是采用 SpringBoot + Mybatis + Echarts 进行数据可视化系统进行架构，Springboot + Mybatis 负责从 Mysql 数据库中查询相应的数据并将该数据与相关业务进行结合形成对外的接口，Echarts 负责数据图表的展示，使用 Ajax 访问接口，然后获取返回的数据，完成最终的数据渲染展示,2019-03-21 15:57:52
641,HBase基础：HBase环境部署与shell操作,本阶段将带领你完成HBase的安装与伪分布式和完全分布式环境的部署，会介绍HBase的常用Shell命令，学习完本阶段之后你将掌握HBase基本的使用以及常用shell命令的使用。,2019-03-21 16:00:42
642,HBase开发,本阶段将介绍如何使用Java进行HBase开发，创建表，创建列族，上传数据，批量上传数据。,2019-03-21 16:08:29
643,HBase高级特性,本阶段将会介绍如何使用Java调用HBase的过滤器对值、列族、列、行数据进行过滤。,2019-03-21 16:10:43
644,MySQL初体验,本阶段将主要让你体验MySQL的基本使用，将主要从创建数据库、表以及约束来做简单介绍。,2019-03-21 16:11:31
645,MySQL基本操作,数据表的操作对数据库而言是不可缺失的步骤。数据表是数据存储的基本单位，玩转了它你就基本入门 Mysql 了。本阶段我们就一起来学习如何操作MySQL数据库和表。,2019-03-21 16:16:25
646,C++ 控制语句,流程控制语句：if..else，switch，循环语句，for循环，while循环，do...while循环。,2019-03-21 16:16:34
647,C++ 函数,C++函数的定义，函数的调用，递归函数。,2019-03-21 16:20:37
648,Hive 的安装与配置 ,"本阶段将介绍 Hive 的安装与配置以及 Hive 基本命令的使用。
",2019-03-21 16:21:04
649,MySQL单表查询,数据查询是数据库操作中使用做多，最重要的内容。那么在一个数据库中我们如何查看到里面的数据呢？本阶段我们就来学习如何查询数据库中的表信息。,2019-03-21 16:25:50
650,Hive 表 DDL 操作 ,本阶段将带领你完成Hive表的，创建表，修改表，显示命令等操作，学习完本阶段你将掌握HiveDDL的基本用法。,2019-03-21 16:26:25
651,Hive 表 DML 操作 ,本阶段将带领你完成加载本地数据到Hive表，加载Hadoop数据到Hive表等操作。,2019-03-21 16:27:26
652,MySQL高级查询,在实际数据库开发过程中，我们更多的可能要使用一些其他查询来完成。本阶段我们主要介绍聚合函数查询、连接查询和子查询。,2019-03-21 16:28:10
653,C++ 基础习题库,C++基础知识练习题,2019-03-21 16:42:23
654,C++面向对象习题库（一）,该章节为C++面向对象练习课程，对应C++面向对象的实战练习，汇集了C++面向对象相关知识的大量实训，每个实训按照，任务说明、相关知识、编程要求的顺序，帮助你更好的完成实训。,2019-03-21 16:47:41
655,SQLServer初体验,本阶段将主要让你体验SQLServer的基本使用，将主要从创建数据库、表以及约束来做简单介绍。,2019-03-21 16:49:16
656,C++面向对象习题库（二）,本章节通过七个实验，来帮助同学们理解掌握 C++ 面向对象的知识，并能学以致用。,2019-03-21 16:50:10
657,SQLServer基本操作,本阶段我们就一起来学习如何对SQLServer数据库表进行基本操作，主要从表的增、删和改进行介绍。,2019-03-21 16:50:38
658,SQLServer表查询,对使用者来说，数据查询绝对是数据库里最重要的功能，那么在一个数据库中我们如何查看到里面的数据呢？本阶段我们就来学习如何查询数据库中的表信息。,2019-03-21 16:56:46
659,SQLServer高级查询,在实际数据库开发过程中，我们更多的可能要使用一些其他查询来完成。本阶段我们主要介绍聚合函数查询和多表连接查询。,2019-03-21 16:58:30
660,C 语言习题库（一）- 基础知识,本阶段主要是C语言入门的练习题，包含C语言的基础语法、运算符、分支结构、循环结构、数组等学习C语言必备的基础知识。,2019-03-21 17:02:27
661,C 语言习题库（二） - 基础知识,本阶段是对C语言基础知识的巩固，包含有选择结构进阶、顺序结构等内容。,2019-03-21 17:05:51
662,MongoDB基本操作,本章是数据库的基本入门操作，包括创建数据库，创建集合，对其中文档的增删改查等。（集合相当于MySQL数据库中的表，文档则是相当于MySQL表中的一条数据）,2019-03-21 17:09:00
663,MongoDB权限设置,MongoDB默认登录方式是极不安全的，没有任何防护措施，作为平常练习没关系，但是实际使用中还是要为它设置访问权限。,2019-03-21 17:09:43
664,MongoDB高级查询,MongoDB常用于大数据的存储，在庞大的数据中查询出我们所要的信息，如果使用普通查询方法，遍历所有文档查询，花费的时间太久了，使用索引可以大大节省搜索时间。,2019-03-21 17:10:54
665,C 语言习题库（三） - 函数、链表、指针,本阶段涉及到C语言的函数、链表、指针等内容，挑战完本阶段你将熟练的掌握指针、函数、链表等知识以及应用。,2019-03-21 17:11:15
666,MongoDB分布式集群,Mongodb一共有三种集群搭建的方式：Replica Set（复制集也叫副本集） 、 Sharding（分片） 和Master-Slaver（主从）。现在还在用的主流方式是前两种。,2019-03-21 17:11:46
667,MongoDB进阶实验,本阶段我们将主要以实验的方式来学习MongoDB，通过本阶段你将能更进一步的掌握MongoDB的使用。,2019-03-21 17:16:40
668,C 语言程序控制,流程控制语句：if..else，switch，循环语句，for循环，while循环，do...while循环等。,2019-03-21 17:20:10
669,C 语言数据结构及函数,本章包括C语言数组、函数的定义、指针等知识。,2019-03-21 17:20:30
670,C 语言文件操作,C语言如何操作文件。,2019-03-21 17:20:57
671,Redis初体验,本阶段将主要让你体验Redis的基本使用，将主要从Redis的数据结构和与python的交互进行介绍。,2019-03-21 17:24:49
672,Redis基本操作,本阶段的主要内容是通过 API 学习常用的 Redis 命令，并使用客户端与 Redis 进行交互。,2019-03-21 17:30:20
673,Redis高级操作,本阶段主要介绍Redis的高级用法，将从Redis的安全、性能测试、分布式锁和信号量来进行介绍。,2019-03-21 17:36:28
674,Redis实战,本阶段将主要以实战的方式来学习Redis 的使用，主要通过Redis 构建较复杂的辅助工具和应用程序。学习完本阶段你将能更好运用Redis数据库。,2019-03-21 17:39:34
675,PostgreSQL初体验,本阶段让您体验PostgreSQL的基本使用，主要从PostgreSQL的安装与启动、交互数据的定义以及数据操作等方面进行介绍。,2019-03-21 17:52:11
676,PostgreSQL基本操作,本阶段将主要介绍PostgreSQL数据库的查询理论和表查询，学习完本阶段你将会PostgreSQL数据库的基本使用。,2019-03-21 17:55:19
677,PostgreSQL进阶,本阶段将介绍其他数据库特性、数据库系统管理、客户端编程。,2019-03-21 17:58:20
678,SQLite3单表查询,数据查询是数据库操作中使用做多，最重要的内容。本阶段将主要介绍SQLite3数据库的基础查询语法，主要是针对单张表的查询。,2019-03-21 18:11:52
679,SQLite3多表查询,数据查询是数据库操作中使用做多，最重要的内容。本阶段将主要介绍SQLite3数据库的基础查询语法，主要是针对多表的查询。,2019-03-21 18:12:51
680,SQLite3基本操作,本阶段将介绍SQLite3数据库的数据修改语法，通过本阶段的学习，你将掌握SQLite3数据库的修改操作。,2019-03-21 18:15:57
681,线性表队列与栈,数据结构是编程的基础，理解数据结构可以从三个方面入手，本阶段将带领你完成线性表、队列与栈的学习，帮助你打下坚实的数据结构基础。,2019-03-22 16:39:32
682,二叉树,二叉树是数据结构中非常重要的概念，也是在实际项目中会经常运用的数据结构，本阶段我们来学习二叉搜索树、二叉树相关知识。,2019-03-22 16:47:52
683,常用算法、图论,在编写程序时，我们需要考虑如下问题：如何描述所涉及的数据的逻辑关系，如何存储这些数据及其逻辑关秀，如何设计和实现对数据的操作算法，设计出一个高效的算法能在很大程度上提升系统的性能，帮助降低系统瓶颈，还等什么，赶紧开始挑战吧！,2019-03-22 16:48:03
684,Java面向对象 - 封装、继承、接口与多态,封装、继承、多态是Java面向对象的三大特性，也是能够提升软件开发效率的重要原因，本阶段我们来学习这几大特性的主要用法。,2019-03-22 22:01:53
685,Java面向对象 - 综合练习,通过一些实际案例来进一步理解面向对象。,2019-03-22 22:05:42
686,Java面向对象 - 常用类,在Java中有一些经常会使用到的类，这些类几乎在任何系统中都会用到，所以掌握这些类的使用，有利于解决我们以后在项目开发中遇到的问题。,2019-03-22 22:08:27
687,Java面向对象 - 异常类与文件类,异常类和文件类在一般项目中非常常见，本阶段我们来重点学习这两个类的用法。,2019-03-22 22:10:38
688,Java初体验,本阶段将带领你搭建 Java 开发环境、以及如何使用 Java 进行程序的开发，为以后的学习打下基础。,2019-03-22 22:17:45
689,变量与常量,本阶段主要介绍Java中最基本的内容：变量与数据类型。,2019-03-22 22:26:17
690,运算符与表达式,学习每一门高级编程语言的时候我们都需要先学习他的表达式，本阶段我们学习Java中运算符与表达式的使用。,2019-03-22 22:36:24
691,流程控制,本阶段我们通过实践来学习Java中的分支结构、循环结构的使用。,2019-03-22 22:38:36
692,数组,在Java中用来存储量级较大的数据经常会使用到数组，本阶段将带领你学习数组的基础知识、数组的便利、数组的排序等知识。,2019-03-22 22:40:16
693,方法,"思考一个问题：将所有的代码都写在 main 方法中好不好呢？

相信你心里已经有答案了，Java提供了方法，让我们可以将代码封装到一个方法中，从而可以重复使用，这样就大大的降低了程序的耦合度，也提升了系统的可扩展性，本阶段我们会讲到Java中方法的基本用法。",2019-03-22 22:43:31
694,IO 流,"在Java开发中我们经常会涉及到文件方面的操作，不论是网站的上传文件，还是服务器提供给客户端下载文件，这些都需要我们来处理，那Java中是使用什么来进行文件处理的呢？

Java中涉及到文件输入输出处理的类基本都在IO包中。

接下来我们一起来学习IO这一块的内容吧。",2019-03-22 22:48:12
695,集合框架,Java集合框架是Java语言中非常普遍，也是非常重要的部分，同时也是很基础的部分，熟练掌握很重要，它对于数据的操作提供了良好的接口，本实训将从整个集合框架的体系介绍重要的集合框架类，使用方法，以及内部原理。,2019-03-22 22:49:15
696,多线程,"多线程编程是编程语言必不可少的模块，截止目前我们学习的程序都是在main函数中从上到下依次执行的，我们知道这种方式肯定是不能完成一个企业级程序的，要完成一个企业级应用程序的开发，多线程编程是必不可少的部分。

多线程并发编程是Java编程中重要的一块内容，也是面试重点覆盖区域，所以学好多线程并发编程对我们来说极其重要，接下来让我们一起来开启多线程的学习吧。",2019-03-22 22:50:23
697,反射,JAVA反射机制是指，在运行状态中，对于任意一个类，都能够知道这个类的所有属性和方法；对于任意一个对象，都能够调用它的任意一个方法和属性。那么我们便可以更灵活的编写代码，代码可以在运行时装配，无需在组件之间进行源代码链接，降低代码的耦合度；还有实现动态代理等等；,2019-03-22 22:52:27
698,hadoop入门,,2019-04-03 15:46:20
699,MapReduce技术,,2019-04-03 15:48:22
700,Hbase技术,,2019-04-03 15:52:34
701,hive,,2019-04-03 16:01:31
702,人工智能之搜索算法,本阶段主要介绍基于 Python 语言实现盲目搜索算法以及 A* 搜索算法,2019-04-08 22:04:03
703,人工智能之博弈算法,本阶段主要介绍基于 Python 语言实现一些博弈算法（如 MinMax 算法）以及博弈算法中的剪枝技巧（如MinMax 算法中的 AlphaBeta 剪枝）。,2019-04-08 22:04:51
704,人工智能之归纳学习,本阶段主要介绍基于 Python 语言实现二值决策树。,2019-04-08 22:05:47
705,搜索技术,本阶段主要介绍搜素技术，比如启发式搜素算法、盲目搜素算法、AlphaBeta剪枝算法和MinMax算法。,2019-04-12 15:16:18
706,机器学习基础知识,本阶段主要介绍机器学习中非常基础但又非常重要的常识，如什么是机器学习、机器学习主要能够完成哪些任务、机器学习常用术语等。,2019-04-12 15:19:58
707,广义线性模型,本阶段主要介绍广义线性模型中非常经典的两种算法：线性回归与逻辑回归。虽然逻辑回归是分类算法，但是它借鉴了线性回归的思想来解决分类问题。因此您在学习的过程中可以体会这两种算法之间的联系。,2019-04-12 15:22:20
708,常用分类算法,本阶段主要介绍几种常用的分类算法，例如决策树、支持向量机、朴素贝叶斯分类、神经网络等。在学习的过程中，建议您体会并总结这些算法之间的区别与联系。,2019-04-12 15:24:29
709,集成学习,本阶段主要分别介绍集成学习中两种经典算法：adaboost算法和随机森林算法。建议您体会并总结这两种算法之间的区别与联系。,2019-04-12 15:25:36
710,常用聚类算法,本阶段主要介绍几种常用的聚类算法，例如K-Means算法、DBSCAN算法和AGNES算法。在学习的过程中，建议您体会并总结这些算法之间的区别与联系。,2019-04-12 15:27:50
711,模型评估指标,本阶段主要介绍一些常用的分类算法性能评估指标以及聚类算法性能评估指标。,2019-04-12 15:29:16
712,降维,本阶段主要介绍维度灾难以及降维经典算法PCA，带您感受降维的重要性。,2019-04-12 15:29:54
713,深度学习,本阶段主要介绍深度学习，包括什么是深度学习，CNN图片分类基础以及RNN入门。,2019-04-12 15:31:30
714,计算机视觉,本阶段主要介绍使用opencv、keras、Face Recognition等库实现人脸识别、以及使用Deep Dream与神经风格迁移技术使得程序能够根据现有的图片即兴作画，成为艺术家,2019-04-12 15:31:46
715,Hive 查询语句,本章节为Hive的一些基本语法操作，主要包含了where，join，排序，分组，类型转换和抽样查询等操作。,2019-04-16 17:00:51
716,第一个 Django 项目,,2019-04-16 17:15:36
717,数据可视化,,2019-04-16 17:16:11
722,Spring 快速入门,,2019-04-18 14:28:18
723,Spring 核心功能 - 依赖注入、控制反转,本章将介绍 Spring 框架的核心功能，依赖注入与控制反转。,2019-04-18 15:15:35
725,Spark算子综合案例,本章节为Spark算子的测试题，以此来加深对Spark算子的理解和使用。,2019-04-19 11:05:32
726,机器学习,机器学习可以帮助我们根据数据的特性来做出相应的决策,2019-04-20 16:46:43
730,使用机器学习基础工具,第一部分是对机器学习基础工具的介绍，在书本当中对这部分内容着墨不多。将这两部分独立出来可以为之后的学习打下基础。,2019-04-23 13:52:19
731,使用各种主流机器学习算法,本部分的内容与书上的3-8章相对应，在书上内容的基础上，会做一些更深入的探讨与补充。,2019-04-23 13:52:47
736,MySQL数据定义与操作实战,本阶段主要开展数据库语言相关知识的实践，包括创建数据库、表、约束以及对数据库进行增删改查等操作。通过本阶段的学习，你可以掌握使用MySQL定义和操作数据的能力。,2019-04-24 10:58:15
737,MySQL数据管理技术实战,本阶段主要开展MySQL数据管理技术的实践，包括定义视图，创建索引，创建、查询、删除存储过程，开启、提交、回滚事务，实施并发控制等。通过本阶段的学习，你可以掌握使用MySQL进行数据管理的能力。,2019-04-24 11:00:01
740,MySQL数据库系统设计实战,本阶段主要开展数据库系统设计开发技术的实践，面向实际应用问题设计和开发数据库系统。通过本阶段的学习，你可以掌握数据库系统设计和开发的能力。,2019-04-24 11:03:00
756,机器学习常用库,本章节介绍了NumPy的取值、数组等操作以及Pandas的数据处理对象、对数据的操作、分组聚合、创建表等操作。,2019-04-24 11:21:18
757,数据预处理,本章节介绍了sklearn中的数据预处理方法。,2019-04-24 11:21:48
758,深度学习入门,,2019-04-24 11:22:05
759,回归算法,本章节介绍了机器学习的回归算法。,2019-04-24 11:22:17
760,分类算法,本章节介绍了机器学习的分类算法。,2019-04-24 11:23:25
765,聚类算法,本章节介绍了机器学习的聚类算法。,2019-04-24 11:24:44
766,卷积神经网络实现人脸识别,,2019-04-24 11:24:56
768,模型评估与选择,本章节介绍了机器学习的模型评估与选择。,2019-04-24 11:26:19
769,项目实战,本章节通过几个综合案例加深对机器学习的理解与使用。,2019-04-24 11:26:47
770,课前,介绍kNN算法的基本原理,2019-04-25 08:49:20
771,课中,介绍怎样用sklearn实现kNN分类算法与kNN回归算法,2019-04-25 08:50:01
772,课后,使用kNN算法解决红酒分类问题,2019-04-25 08:50:52
776,SparkRDD及算子,,2019-05-05 08:45:20
777,验证码,,2019-05-06 09:42:55
779,SparkStreaming,SparkStreaming是对于Spark核心API的拓展，从而支持对于实时数据流的可拓展，高吞吐量和容错性流处理。本章节介绍了SparkStreaming如何从多个数据源处理数据。,2019-05-07 16:40:19
782,Hive 应用案例,本章节通过Hive的一些综合案例来检验对Hive的使用与理解。,2019-05-18 14:03:14
783,实验二：Bomb Lab,,2019-05-22 10:24:06
784,实验一：Data Lab,,2019-05-22 10:24:41
785,实验三：Buffer Lab,,2019-05-22 10:25:16
787,实验五：Malloc Lab,,2019-05-22 10:27:09
788,实验六：Cache Lab,,2019-05-22 10:35:02
789,试验七：Shell Lab,,2019-05-22 10:35:41
791,实验九：Attack Lab,,2019-05-22 10:37:00
792,实验八：Proxy Lab,,2019-05-22 10:38:39
793,数值计算利器--NumPy,NumPy是其中一个顶级数据科学库，它拥有许多有用的资源，从而帮助数据科学家把 Python 变成一个强大的科学分析和建模工具。ＮumPy 是在 BSD 许可证的许可下开源的，它是在科学计算中执行任务的基础 Python 库。,2019-05-23 13:56:57
794,结构化数据分析神器--Pandas,Pandas 提供了多能而强大的工具，用于管理数据结构和执行大量数据分析。该库能够很好的处理不完整、非结构化和无序的真实世界数据，并且提供了用于整形、聚合、分析和可视化数据集的工具。,2019-05-23 13:58:10
803,旅游网站大数据分析系统项目实战,,2019-05-30 09:48:12
804,企业岗位需求决策项目实战,,2019-05-30 09:50:11
805,共享单车大数据分析系统项目实战,,2019-05-30 09:52:00
808,SparkSQL,"SparkSQL是Spark的一个模块，主要用于进行结构化数据的处理。

本章节主要介绍了如何使用SparkSQL以及多个数据源的读写操作。",2019-06-05 17:12:34
818,JDBC,"JDBC API 允许用户访问任何形式的表格数据，尤其是存储在关系数据库中的数据。
本章节为大家介绍 Java 如何使用 JDBC 连接 MySQL 数据库。并对数据库进行增删改查的基本操作。
",2019-06-13 13:54:25
820,人工智能概述,本阶段主要介绍人工智能相关基础知识，包括人工智能的起源，定义以及进展。,2019-06-17 19:46:05
821,概念表示,本阶段主要介绍什么是概念，以及概念的相关知识。,2019-06-17 19:48:24
822,群智能算法,本阶段主要介绍群智能算法中的经典算法：遗传算法，粒子群算法，蚁群算法等。,2019-06-17 19:49:50
825,让 HBase 支持 SQL,本章节主要介绍了Phoenix以及通过Phoenix中间件，使用SQL的方式操作HBase。,2019-06-19 10:40:54
828,Spark实战 - 企业出租车轨迹案例,本章节为出租车轨迹的一个案例，包含了数据清洗，数据分析以及可视化展示几个模块。,2019-06-22 15:16:23
829,NumPy 入门,"NumPy(Numerical Python) 是 Python 语言的一个扩展程序库，支持大量的维度数组与矩阵运算，此外也针对数组运算提供大量的数学函数库。

本章节介绍了NumPy的取值，数组，排序等操作。",2019-06-22 15:34:01
830,Pandas数据处理,本章节介绍了Pandas的使用，主要包括安装，取值，数值处理，层级索引表的创建，合并数据集以及数据之间的运算以及时间类型数据的处理。,2019-06-22 15:34:19
831,Spark实战-酒店数据分析,"本章节为酒店数据分析，主要包含数据清洗和数据分析。
",2019-06-22 15:58:48
832,斐波那契数列计算,本部分将会以斐波那契数列的计算为题，训练您的串行、并行编程的能力以及问题分析能力。,2019-06-22 16:04:33
833,akari回溯问题,本部分将会以akari回溯问题为题，训练您的串行、并行编程的能力以及问题分析能力。,2019-06-22 16:05:44
834,C语言程序的基本部分,,2019-06-23 16:12:04
835,Flink 流计算初体验,,2019-06-24 14:42:34
836,Flink 环境安装到部署,,2019-06-24 14:43:21
837,Flink 基础,,2019-06-24 14:44:02
838,前言,,2019-06-24 16:26:17
839,数组与字符串,,2019-06-24 16:28:05
840,函数,,2019-06-24 16:29:48
841,指针,,2019-06-24 16:31:28
842,结构体与链表,,2019-06-24 16:32:36
843,动态规划,,2019-06-24 16:33:25
844,SQL Server 数据库实验,本阶段主要介绍SQL Server数据库的基础知识和基本操作，通过本阶段的学习，你可以了解数据库的基本概念和SQL Server数据库的基本使用。,2019-06-24 20:38:47
845,Spark机器学习,"Spark MLlib Spark中可以扩展的机器学习库，它有一系列的机器学习算法和实用程序组成。

本章节主要通过垃圾邮件检测和红酒分类等案例向我们介绍了分类算法的使用。",2019-06-28 09:47:51
846,线性数据结构,该部分训练对线性结构实现方法，涉及线性表、队列、栈。,2019-06-30 11:37:08
847,线性结构的应用,该部分训练线性结构在典型问题中应用，以及针对线性结构的排序和查找算法。,2019-06-30 11:38:54
848,树和图,该部分训练对树形数据结构和图数据结构的掌握。,2019-06-30 11:39:30
849,Flume入门到实战,,2019-07-01 15:02:16
850,人工智能+X综合实战案例,本阶段通过人工智能与其他专业相结合的综合实战案例展示人工智能的魅力,2019-07-02 09:56:22
855,IPython：超越Python,IPython 是一个 Python 的交互式 shell，本章节主要介绍如何使用IPython的常用命令来进行代码分析、调试等。,2019-07-05 14:03:18
860,复盘练习题,,2019-07-08 12:44:52
861,第五章：数据挖掘,本章主要针对酒店数据进行挖掘，并向用户推荐合适的酒店。,2019-07-10 14:43:23
862,Web前端---HTML,,2019-07-11 13:50:52
863,Web前端---CSS,,2019-07-11 13:52:18
865,Web前端---JavaScript,,2019-07-11 14:00:07
867,Web前端---jQuery,,2019-07-11 15:16:21
868,Python正则表达式,为了从网页上精确提取所需信息，必须掌握正则表达式的使用，本章主要介绍如何使用正则表达式。,2019-07-12 08:57:01
870,HBase 的 MapReduce 操作,本章节主要介绍了HBase中使用MapReduce的具体配置步骤与使用场景。,2019-07-13 14:28:31
871,第三阶段 设计模式,本阶段的实训内容将面向整体设计，结合实际案例讲解设计模式，提升大家对具体问题的抽象能力以及对于具体模式的应用。让大家对于常用的设计模式有一个基本全面的了解，为后续的框架学习，框架编写打下深厚的设计相关理论基础。,2019-07-14 18:16:22
872,Scala编程,,2019-07-15 10:03:59
873,SparkSQL,,2019-07-15 10:04:58
874,SparkStreaming,,2019-07-15 10:06:10
875,SparkMilb,,2019-07-15 10:07:03
876,SparkGraphX,,2019-07-15 10:08:44
877,Scrapy 爬虫,Scrapy 爬虫框架可以更方便的爬取网页信息，本章主要介绍 Scrapy 爬虫的使用。,2019-07-16 09:05:09
878,数据可视化,本章节主要讲解如何使用Matplotlib绘制各种图形。,2019-07-16 14:05:58
885,预赛,,2019-07-17 16:17:57
886,决赛,,2019-07-17 16:20:11
888,专题一 大数据数据存储,"本专题主要是对警务系统的数据存储模块进行讲解，是警务系统的数据支撑层，主要有以下几个模块：HBase表创建、多数据源存储。

本专题使用的技术有 Mybatis、SpringBoot、HBase、Phoenix、Kafka、Spark。",2019-07-22 09:47:17
890,专题二 大数据批处理,"本专题主要是对警务系统的离线计算模块进行讲解，是警务系统的离线数据计算层，主要是对上网相关指标、酒店指标、布控指标的离线计算。

本专题使用的技术有 Spark、HBase、Phoenix。
",2019-07-22 09:59:04
891,专题三 实时流计算,"本专题主要是对警务系统的实时流计算模块进行讲解，是警务系统的实时数据计算层，主要是对车辆实时信息的监控、预警。

本专题使用的技术有 SparkStreaming、Kafka、SpringBoot、WebSocket。

",2019-07-22 09:59:16
918,1,1,2019-07-23 10:42:41
919,2,2,2019-07-23 10:43:19
920,创建者或者合作者身份筛选,创建者或者合作者身份筛选,2019-07-23 11:02:58
924,认识python,初步认识；python。,2019-07-24 14:21:44
926,Verilog HDL的体验实验,第1阶段的实验都是体验或验证级别。相对比较简单，粒度很小，强调打好基础。,2019-07-24 22:43:16
927,1-1,11,2019-07-26 10:44:01
928,第2章,222,2019-07-26 10:48:30
929,环境,就  ,2019-07-26 12:06:53
930,333,333,2019-07-26 13:15:25
931,2333,333,2019-07-26 13:18:06
933,专题二 Python面向对象编程基础,本专题主要涉及Python面向对象的基本内容，通过贷款利息的计算和图灵机建模与模拟这两个实训项目的练习，在熟悉Python面向对象操作的思想与实际应用方法的同时，深入理解图灵机思想。,2019-07-29 10:19:43
937,专题四 数据可视化,"本专题主要是对警务系统可视化模块进行讲解，是警务系统的数据可视化层，主要对人口基本信息、精准布控信息的数据进行可视化。

本专题使用的技术有 SpringBoot 、LayUI、JsMind、Phoenix、HBase。",2019-07-29 10:35:04
938,入门篇,适合于语言不太熟悉、语法掌握不扎实的同学，用于自学。,2019-07-29 11:57:39
942,test,34234,2019-08-05 09:09:43
943,test2,23432,2019-08-05 09:14:19
945,大数据技术概述,"介绍大数据技术的概念与关键技术。
体验Scala编程环境。",2019-08-07 17:36:22
946,HBase 数据库设计, RowKey是对HBase的性能调优的重要一步，本章节主要介绍了什么是RowKey以及如何设计一个RowKey。,2019-08-08 09:00:42
947,测试,,2019-08-08 15:34:07
948,数据预处理,本章节为数据预处理，讲解了Numpy与Pandas的定义与使用以及掌握sklearn中的数据预处理方法。,2019-08-10 13:53:14
949,k-近邻,本章节讲解了k-近邻算法的定义与使用。,2019-08-10 13:53:52
950,线性回归,本章节通过使用线性回归算法来完成房价预测。,2019-08-10 13:54:29
951,决策树,本章节讲解了决策树算法的使用。,2019-08-10 13:54:49
952,k-均值,本章节讲解了k-均值算法的使用。,2019-08-10 13:55:24
953,推荐系统：基于矩阵分解的协同过滤算法,本章节主要是关于协同过滤的算法使用。,2019-08-10 13:56:03
954,第三阶段 Python 程序设计入门：控制结构,本阶段主要介绍 Python 中的程序控制结构，包括顺序结构、选择结构与循环结构等。,2019-08-10 17:34:30
955,测试,,2019-08-10 18:25:34
956,第一章      66666666666666666666666,"这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述内容这是描述范德萨容这是描述内容这是描述内容这个撒的说 艾弗森法a
但是fa旦法",2019-08-10 18:26:06
958,MySql高级篇,待续,2019-08-12 09:49:38
966,人工智能,,2019-08-12 16:29:45
975,问题求解,,2019-08-14 16:14:37
976,123,,2019-08-15 08:57:19
978,知识、推理与规划,,2019-08-21 17:13:35
980,第一阶段,初期,2019-08-22 19:00:15
981,第二阶段,,2019-08-22 19:00:40
982,第3章 C++实现智能指针,通过使用C++语言实现智能指针的过程，来了解C++基本程序设计的方法，包括类的定义与使用，运算符的重载，模板类的使用方法，以及引用计数技术。,2019-08-22 19:08:31
984,不确定知识与推理,,2019-08-22 21:39:35
986,第二部分：SQLServer 实验,本阶段主要是进行难度系数更高的数据库实战，对所学内容进行了加深，介绍了视图的创建、存储过程和触发器等更复杂的新内容。,2019-08-24 11:31:35
987,DHCP协议分析,本章节学习DHCP协议的相关知识,2019-08-24 15:40:14
988,ARP协议学习,,2019-08-24 15:54:31
989,Socket网络编程,本章节为Socket网络编程，适合学习完协议的同学进行此练习,2019-08-24 16:16:58
990,网络模拟课程,使用思科的Packet Tracer进行网络操作入门,2019-08-24 17:17:59
992,第一章,测试实践,2019-08-26 09:26:02
993,第二章,测试第二章,2019-08-26 09:27:13
996,学习,,2019-08-26 20:37:46
1002,通讯、感知与行动,,2019-08-28 20:38:08
1010,数据预处理,,2019-08-30 14:18:55
1011,k-近邻,,2019-08-30 14:19:11
1012,线性回归,,2019-08-30 14:19:43
1014,决策树,,2019-08-30 14:25:25
1015,k-均值,,2019-08-30 14:25:42
1016,推荐系统：基于矩阵分解的协同过滤算法,,2019-08-30 14:26:01
1017,Hive 的安装与配置,,2019-08-30 14:34:40
1018,Hive 表 DDL 操作,,2019-08-30 14:35:05
1019,Hive 表 DML 操作,,2019-08-30 14:35:23
1020,Hive 查询语句,,2019-08-30 14:35:47
1021,Hive 应用案例,,2019-08-30 14:36:17
1022,Mysql单表查询,,2019-08-30 14:39:39
1024,初识别Mysql,,2019-08-30 15:01:19
1025,数据库和表的基本操作,,2019-08-30 15:02:40
1026,Mysql复杂查询,,2019-08-30 15:05:59
1027,数据库编程,,2019-08-30 15:06:46
1028,Mysql开发技巧大全,,2019-08-30 15:12:24
1029,协议分层,,2019-08-30 15:39:02
1030,实验一 Llinux 基础操作,掌握Linux基础操作,2019-08-30 15:39:06
1031,ICMP协议分析,,2019-08-30 15:40:44
1032,实验二 vi 编辑器,掌握vi文本基本用法、工作模式切换、命令模式和底线命令模式,2019-08-30 15:41:33
1033,数据链路层协议分析,,2019-08-30 15:42:19
1034,实验三 进程管理,掌握进程创建、执行等相关函数,2019-08-30 15:45:35
1036,Hadoop概述与安装配置管理,,2019-08-30 15:48:29
1038,第1章 Linux基础,,2019-08-30 15:48:42
1039,HDFS 技术,,2019-08-30 15:49:11
1041,第3章 Linux文件/目录,,2019-08-30 15:49:18
1043,第6章 Linux网络,,2019-08-30 15:50:39
1044,MapReduce 技术,,2019-08-30 15:53:05
